timestamp, frameId
19.148383,1069
130.59426,7834
161.089805,9589
188.94989,11250
241.063272,14437
247.416878,14828
297.125336,17733
307.368818,18350
344.810487,20661
395.929603,23669
404.701285,24192
450.69048,27017
