# framepath,image_u,image_v,width,height,confidence,classId,className,frameId
03845.png,640,718,1280,209,0.850586,2,car,3845
03845.png,518.5,446,67,45,0.838867,2,car,3845
03845.png,416,421,40,11,0.766113,2,car,3845
03845.png,589.5,425,15,12,0.675293,2,car,3845
03845.png,655,425,18,17,0.581543,2,car,3845
03845.png,861,499,250,253,0.938477,7,truck,3845
03845.png,565.5,430,35,38,0.788574,7,truck,3845
03845.png,630.5,436,35,30,0.539551,7,truck,3845
03846.png,518.5,446,67,45,0.857422,2,car,3846
03846.png,640,717,1280,210,0.821289,2,car,3846
03846.png,413,421,40,11,0.672363,2,car,3846
03846.png,589.5,425,15,12,0.649902,2,car,3846
03846.png,99,538,198,204,0.604004,2,car,3846
03846.png,655,425,18,17,0.586914,2,car,3846
03846.png,861,498,250,252,0.935547,7,truck,3846
03846.png,565,432,36,39,0.791016,7,truck,3846
03846.png,630.5,436,35,30,0.548828,7,truck,3846
03846.png,435,379,16,14,0.543945,11,stop sign,3846
03847.png,519,446,66,45,0.826172,2,car,3847
03847.png,639,719,1278,223,0.814941,2,car,3847
03847.png,100.5,542,199,216,0.732422,2,car,3847
03847.png,589.5,425,15,12,0.695801,2,car,3847
03847.png,410,421,38,11,0.539062,2,car,3847
03847.png,861.5,499,251,252,0.934082,7,truck,3847
03847.png,565.5,432,35,39,0.783203,7,truck,3847
03847.png,630,437,36,30,0.621094,7,truck,3847
03848.png,519.5,446,67,45,0.842773,2,car,3848
03848.png,101.5,539,201,212,0.787109,2,car,3848
03848.png,639,718,1278,225,0.78125,2,car,3848
03848.png,589.5,426,15,13,0.682617,2,car,3848
03848.png,408,420,38,11,0.641113,2,car,3848
03848.png,860,497,252,251,0.932129,7,truck,3848
03848.png,565.5,432,35,39,0.777832,7,truck,3848
03848.png,630,437,36,30,0.612793,7,truck,3848
03848.png,245,396,16,17,0.547363,9,traffic light,3848
03849.png,519,446,66,45,0.828613,2,car,3849
03849.png,102.5,539,203,214,0.799805,2,car,3849
03849.png,639,719,1278,219,0.726074,2,car,3849
03849.png,589.5,425,15,12,0.65332,2,car,3849
03849.png,401,422,44,12,0.635254,2,car,3849
03849.png,863.5,497,253,251,0.927246,7,truck,3849
03849.png,565.5,432,35,39,0.78125,7,truck,3849
03849.png,630,437,36,30,0.603027,7,truck,3849
03849.png,242,397,16,17,0.541016,9,traffic light,3849
03850.png,103.5,539,205,209,0.847168,2,car,3850
03850.png,519,446,66,45,0.812988,2,car,3850
03850.png,639,719,1278,214,0.79541,2,car,3850
03850.png,398.5,421,45,12,0.766602,2,car,3850
03850.png,589.5,425,15,12,0.669922,2,car,3850
03850.png,862,497,250,252,0.930664,7,truck,3850
03850.png,565.5,431,35,38,0.788574,7,truck,3850
03850.png,629,437,36,30,0.592773,7,truck,3850
03851.png,519.5,446,67,45,0.84082,2,car,3851
03851.png,104,540,208,214,0.835449,2,car,3851
03851.png,640,718,1280,216,0.759277,2,car,3851
03851.png,394.5,421,45,12,0.737305,2,car,3851
03851.png,589.5,425,15,12,0.667969,2,car,3851
03851.png,863,499,250,253,0.925293,7,truck,3851
03851.png,565.5,431,35,38,0.788086,7,truck,3851
03851.png,630,437,36,30,0.609863,7,truck,3851
03851.png,420,378,16,17,0.64209,11,stop sign,3851
03852.png,518,446,68,45,0.842773,2,car,3852
03852.png,105.5,541,209,216,0.815918,2,car,3852
03852.png,640,719,1280,223,0.776855,2,car,3852
03852.png,390,421,46,12,0.765625,2,car,3852
03852.png,589.5,425,15,12,0.673828,2,car,3852
03852.png,865.5,498,253,252,0.922852,7,truck,3852
03852.png,565,431,34,38,0.79541,7,truck,3852
03852.png,629,437,36,30,0.595703,7,truck,3852
03852.png,417.5,375,17,16,0.527344,11,stop sign,3852
03853.png,520.5,446,65,45,0.856445,2,car,3853
03853.png,105.5,539,211,210,0.827637,2,car,3853
03853.png,640,719,1280,235,0.769531,2,car,3853
03853.png,385,422,48,13,0.696777,2,car,3853
03853.png,589.5,426,15,13,0.687988,2,car,3853
03853.png,655.5,426,19,17,0.518066,2,car,3853
03853.png,864.5,500,251,254,0.92041,7,truck,3853
03853.png,565.5,431,35,38,0.793457,7,truck,3853
03853.png,630.5,437,35,30,0.572754,7,truck,3853
03853.png,413.5,375,17,16,0.532227,11,stop sign,3853
03854.png,520,446,66,45,0.867676,2,car,3854
03854.png,640,719,1280,216,0.816895,2,car,3854
03854.png,380.5,422,51,13,0.786621,2,car,3854
03854.png,107.5,541,213,214,0.744629,2,car,3854
03854.png,589.5,426,15,13,0.706543,2,car,3854
03854.png,656.5,426,19,17,0.544434,2,car,3854
03854.png,863,498,250,253,0.926758,7,truck,3854
03854.png,565.5,430,35,38,0.785645,7,truck,3854
03854.png,630,436,36,30,0.605469,7,truck,3854
03854.png,299,363,8,13,0.585938,9,traffic light,3854
03855.png,375,422,50,14,0.800781,2,car,3855
03855.png,640,719,1280,221,0.741699,2,car,3855
03855.png,589.5,426,15,14,0.695312,2,car,3855
03855.png,520,446,66,45,0.613281,2,car,3855
03855.png,656.5,426,19,17,0.603516,2,car,3855
03855.png,600.5,422,13,10,0.533691,2,car,3855
03855.png,107,539,214,208,0.530762,2,car,3855
03855.png,866,498,254,253,0.928223,7,truck,3855
03855.png,565.5,431,35,38,0.783203,7,truck,3855
03855.png,630,437,36,30,0.629395,7,truck,3855
03855.png,297.5,363,9,14,0.54248,9,traffic light,3855
03855.png,406,374,18,17,0.722168,11,stop sign,3855
03856.png,370.5,422,53,14,0.821289,2,car,3856
03856.png,640,719,1280,211,0.769043,2,car,3856
03856.png,108.5,538,217,209,0.732422,2,car,3856
03856.png,589.5,426,15,14,0.695312,2,car,3856
03856.png,656.5,426,19,17,0.611328,2,car,3856
03856.png,520.5,446,65,45,0.60791,2,car,3856
03856.png,600.5,422,13,10,0.532227,2,car,3856
03856.png,866.5,498,255,253,0.928223,7,truck,3856
03856.png,566.5,431,35,38,0.781738,7,truck,3856
03856.png,630,437,36,30,0.618164,7,truck,3856
03856.png,401,373,18,17,0.67041,11,stop sign,3856
03857.png,365,422,54,14,0.821289,2,car,3857
03857.png,640,718,1280,226,0.749512,2,car,3857
03857.png,590.5,426,15,13,0.708008,2,car,3857
03857.png,110,538,220,207,0.64502,2,car,3857
03857.png,520.5,445,67,44,0.642578,2,car,3857
03857.png,656.5,426,19,17,0.605469,2,car,3857
03857.png,600.5,422,13,10,0.510254,2,car,3857
03857.png,866.5,498,255,253,0.925781,7,truck,3857
03857.png,566,431,34,38,0.777832,7,truck,3857
03857.png,630,437,36,30,0.627441,7,truck,3857
03858.png,360.5,422,55,14,0.831543,2,car,3858
03858.png,640,718,1280,218,0.791016,2,car,3858
03858.png,111,539,222,207,0.68457,2,car,3858
03858.png,590.5,425,15,12,0.678711,2,car,3858
03858.png,520,445,66,44,0.64502,2,car,3858
03858.png,656.5,426,19,17,0.592773,2,car,3858
03858.png,469.5,419,23,9,0.531738,2,car,3858
03858.png,600,422,14,10,0.501953,2,car,3858
03858.png,866.5,498,253,253,0.929688,7,truck,3858
03858.png,565.5,431,35,38,0.771484,7,truck,3858
03858.png,630.5,437,35,30,0.647949,7,truck,3858
03859.png,354,423,58,15,0.833008,2,car,3859
03859.png,640,719,1280,229,0.800293,2,car,3859
03859.png,590.5,426,15,13,0.65625,2,car,3859
03859.png,521.5,445,65,44,0.631348,2,car,3859
03859.png,467,419,24,10,0.624023,2,car,3859
03859.png,656.5,427,19,17,0.51123,2,car,3859
03859.png,601,424,14,11,0.504883,2,car,3859
03859.png,866,498,254,253,0.925781,7,truck,3859
03859.png,565,431,36,38,0.779297,7,truck,3859
03859.png,630,437,36,30,0.660156,7,truck,3859
03860.png,348.5,423,59,15,0.83252,2,car,3860
03860.png,640,718,1280,232,0.773438,2,car,3860
03860.png,520,445,66,44,0.741211,2,car,3860
03860.png,590.5,426,15,13,0.678711,2,car,3860
03860.png,465.5,419,23,10,0.589355,2,car,3860
03860.png,656.5,426,19,17,0.587891,2,car,3860
03860.png,866,498,254,253,0.928223,7,truck,3860
03860.png,565,431,36,38,0.770996,7,truck,3860
03860.png,629,436,36,30,0.647461,7,truck,3860
03861.png,341,423,62,15,0.833984,2,car,3861
03861.png,520.5,445,67,43,0.791016,2,car,3861
03861.png,640,718,1280,230,0.780762,2,car,3861
03861.png,590.5,426,15,13,0.650879,2,car,3861
03861.png,656,426,20,18,0.541504,2,car,3861
03861.png,866.5,499,255,256,0.924316,7,truck,3861
03861.png,565,431,36,38,0.775879,7,truck,3861
03861.png,630.5,437,35,30,0.666016,7,truck,3861
03862.png,335,423,62,15,0.814941,2,car,3862
03862.png,521.5,445,65,44,0.765625,2,car,3862
03862.png,640,718,1280,220,0.751465,2,car,3862
03862.png,590.5,426,15,13,0.685059,2,car,3862
03862.png,114,537,228,207,0.579102,2,car,3862
03862.png,656.5,426,19,18,0.575195,2,car,3862
03862.png,867,498,256,254,0.929199,7,truck,3862
03862.png,565,431,36,37,0.771973,7,truck,3862
03862.png,629,437,36,31,0.674316,7,truck,3862
03863.png,328.5,423,65,16,0.864746,2,car,3863
03863.png,639,718,1278,221,0.811523,2,car,3863
03863.png,522.5,445,63,44,0.788086,2,car,3863
03863.png,590.5,426,15,13,0.664551,2,car,3863
03863.png,115.5,540,231,210,0.655762,2,car,3863
03863.png,866,499,258,256,0.930664,7,truck,3863
03863.png,566,431,34,38,0.777344,7,truck,3863
03863.png,630,438,36,31,0.638184,7,truck,3863
03864.png,523.5,445,63,44,0.874023,2,car,3864
03864.png,322.5,423,67,16,0.849121,2,car,3864
03864.png,640,718,1280,204,0.808105,2,car,3864
03864.png,590.5,426,15,13,0.65332,2,car,3864
03864.png,458,419,24,10,0.560059,2,car,3864
03864.png,116,538,232,210,0.546387,2,car,3864
03864.png,601,424,14,12,0.511719,2,car,3864
03864.png,868,499,258,255,0.931641,7,truck,3864
03864.png,566,431,34,38,0.773926,7,truck,3864
03864.png,630,438,36,31,0.615234,7,truck,3864
03864.png,111.5,270,15,46,0.516113,11,stop sign,3864
03865.png,314,423,70,17,0.841309,2,car,3865
03865.png,523.5,445,63,44,0.818359,2,car,3865
03865.png,640,719,1280,227,0.783691,2,car,3865
03865.png,590,426,16,14,0.675781,2,car,3865
03865.png,457.5,418,25,10,0.583008,2,car,3865
03865.png,656.5,426,19,17,0.533691,2,car,3865
03865.png,117,538,234,210,0.511719,2,car,3865
03865.png,867.5,499,259,258,0.931641,7,truck,3865
03865.png,567,431,34,38,0.784668,7,truck,3865
03865.png,629,436,36,30,0.654785,7,truck,3865
03865.png,92.5,264,15,48,0.550293,11,stop sign,3865
03866.png,307,423,72,17,0.861328,2,car,3866
03866.png,640,719,1280,213,0.82373,2,car,3866
03866.png,523.5,445,63,44,0.815918,2,car,3866
03866.png,590.5,426,15,14,0.681641,2,car,3866
03866.png,456,419,24,10,0.568848,2,car,3866
03866.png,601,424,14,11,0.536133,2,car,3866
03866.png,656.5,426,19,17,0.535156,2,car,3866
03866.png,868.5,500,263,258,0.931641,7,truck,3866
03866.png,567,431,34,38,0.774414,7,truck,3866
03866.png,630,437,36,30,0.618652,7,truck,3866
03866.png,72.5,258,17,51,0.655273,11,stop sign,3866
03867.png,299.5,423,75,18,0.859863,2,car,3867
03867.png,640,718,1280,206,0.822754,2,car,3867
03867.png,523,444,64,44,0.818848,2,car,3867
03867.png,590.5,426,15,13,0.691895,2,car,3867
03867.png,455.5,418,25,10,0.645508,2,car,3867
03867.png,656.5,426,19,17,0.583496,2,car,3867
03867.png,119.5,538,239,209,0.525879,2,car,3867
03867.png,866,500,266,259,0.924805,7,truck,3867
03867.png,567,430,34,38,0.768555,7,truck,3867
03867.png,630,437,36,31,0.64502,7,truck,3867
03867.png,53.5,250,19,52,0.591309,11,stop sign,3867
03868.png,290.5,423,77,18,0.847168,2,car,3868
03868.png,640,718,1280,209,0.808105,2,car,3868
03868.png,523.5,445,63,43,0.786621,2,car,3868
03868.png,590.5,426,15,13,0.678711,2,car,3868
03868.png,656.5,426,19,17,0.613281,2,car,3868
03868.png,453,419,24,10,0.599609,2,car,3868
03868.png,120.5,540,241,216,0.583496,2,car,3868
03868.png,870,499,264,257,0.923828,7,truck,3868
03868.png,567,431,34,38,0.773438,7,truck,3868
03868.png,630.5,436,37,30,0.656738,7,truck,3868
03868.png,30,243,20,54,0.62207,11,stop sign,3868
03869.png,282.5,423,79,18,0.872559,2,car,3869
03869.png,640,718,1280,206,0.789551,2,car,3869
03869.png,523,444,64,43,0.730469,2,car,3869
03869.png,590.5,426,15,13,0.684082,2,car,3869
03869.png,656.5,426,19,17,0.56543,2,car,3869
03869.png,121,538,242,217,0.520996,2,car,3869
03869.png,868.5,498,265,258,0.926758,7,truck,3869
03869.png,567.5,431,35,37,0.76416,7,truck,3869
03869.png,630,436,36,30,0.649902,7,truck,3869
03869.png,9,236,18,58,0.505859,11,stop sign,3869
03870.png,272,422,82,18,0.802734,2,car,3870
03870.png,640,718,1280,207,0.794922,2,car,3870
03870.png,590.5,426,15,14,0.696289,2,car,3870
03870.png,523.5,444,65,43,0.651367,2,car,3870
03870.png,656.5,425,19,17,0.575684,2,car,3870
03870.png,122,538,244,210,0.553711,2,car,3870
03870.png,873.5,498,269,258,0.924805,7,truck,3870
03870.png,568,430,34,37,0.750488,7,truck,3870
03870.png,629,436,36,30,0.621094,7,truck,3870
03871.png,262.5,423,85,19,0.87793,2,car,3871
03871.png,524,444,64,43,0.792969,2,car,3871
03871.png,590,425,16,13,0.714844,2,car,3871
03871.png,639,719,1278,216,0.706543,2,car,3871
03871.png,656.5,425,19,18,0.592285,2,car,3871
03871.png,123.5,540,247,216,0.509766,2,car,3871
03871.png,871,497,262,258,0.929688,7,truck,3871
03871.png,567.5,430,35,38,0.722168,7,truck,3871
03871.png,630.5,436,37,30,0.561035,7,truck,3871
03871.png,123.5,538,247,208,0.544434,7,truck,3871
03871.png,324.5,357,23,25,0.614258,11,stop sign,3871
03872.png,253,423,88,19,0.867676,2,car,3872
03872.png,524,444,64,43,0.833008,2,car,3872
03872.png,640,719,1280,215,0.789062,2,car,3872
03872.png,590,425,16,14,0.704102,2,car,3872
03872.png,656.5,426,19,18,0.658203,2,car,3872
03872.png,446,418,24,10,0.61084,2,car,3872
03872.png,124.5,540,249,215,0.539062,2,car,3872
03872.png,871,497,262,258,0.929688,7,truck,3872
03872.png,565,431,38,37,0.709473,7,truck,3872
03872.png,630.5,436,37,30,0.527832,7,truck,3872
03872.png,126,541,252,210,0.524414,7,truck,3872
03872.png,317.5,355,23,26,0.552734,11,stop sign,3872
03873.png,242.5,422,91,20,0.868652,2,car,3873
03873.png,523,444,66,43,0.841797,2,car,3873
03873.png,640,719,1280,231,0.789551,2,car,3873
03873.png,590.5,425,17,13,0.699219,2,car,3873
03873.png,657,425,20,18,0.688965,2,car,3873
03873.png,125.5,541,251,212,0.626953,2,car,3873
03873.png,444,417,24,10,0.616699,2,car,3873
03873.png,630,435,36,30,0.519531,2,car,3873
03873.png,871,498,260,259,0.931641,7,truck,3873
03873.png,567.5,430,35,37,0.73291,7,truck,3873
03873.png,629,436,36,30,0.521973,7,truck,3873
03873.png,309.5,354,23,27,0.568359,11,stop sign,3873
03874.png,640,717,1280,228,0.855469,2,car,3874
03874.png,524.5,444,65,43,0.826172,2,car,3874
03874.png,229,422,98,20,0.789062,2,car,3874
03874.png,590.5,425,17,13,0.687988,2,car,3874
03874.png,126.5,541,253,211,0.641602,2,car,3874
03874.png,656,425,20,18,0.63916,2,car,3874
03874.png,630,436,36,30,0.554688,2,car,3874
03874.png,443,417,24,10,0.547363,2,car,3874
03874.png,871.5,497,261,260,0.931641,7,truck,3874
03874.png,568.5,430,35,37,0.737305,7,truck,3874
03875.png,218,423,100,21,0.822266,2,car,3875
03875.png,524,444,64,43,0.805664,2,car,3875
03875.png,640,718,1280,219,0.803223,2,car,3875
03875.png,590.5,425,17,13,0.719727,2,car,3875
03875.png,657,425,20,18,0.680176,2,car,3875
03875.png,127,541,254,212,0.641113,2,car,3875
03875.png,630,436,36,30,0.562012,2,car,3875
03875.png,442,417,26,10,0.552246,2,car,3875
03875.png,871,499,260,261,0.936035,7,truck,3875
03875.png,568,430,34,38,0.730469,7,truck,3875
03875.png,293,350,24,28,0.62207,11,stop sign,3875
03876.png,524,444,64,43,0.837891,2,car,3876
03876.png,212.5,422,91,21,0.826172,2,car,3876
03876.png,640,719,1280,219,0.805176,2,car,3876
03876.png,590.5,425,17,13,0.709473,2,car,3876
03876.png,439.5,418,25,11,0.662598,2,car,3876
03876.png,127.5,541,255,209,0.652832,2,car,3876
03876.png,657,425,20,18,0.621582,2,car,3876
03876.png,630,435,36,30,0.510254,2,car,3876
03876.png,872,498,260,261,0.937012,7,truck,3876
03876.png,568,429,34,38,0.734863,7,truck,3876
03876.png,629.5,435,37,30,0.539551,7,truck,3876
03876.png,285.5,349,25,29,0.534668,11,stop sign,3876
03877.png,204,423,86,22,0.852539,2,car,3877
03877.png,640,718,1280,207,0.780762,2,car,3877
03877.png,525.5,444,63,44,0.775879,2,car,3877
03877.png,590,425,16,14,0.717285,2,car,3877
03877.png,438,419,26,11,0.664551,2,car,3877
03877.png,129.5,540,257,210,0.618652,2,car,3877
03877.png,657.5,425,19,17,0.555664,2,car,3877
03877.png,872,499,262,262,0.9375,7,truck,3877
03877.png,568,430,34,38,0.751465,7,truck,3877
03877.png,629,436,36,30,0.595703,7,truck,3877
03877.png,275.5,346,25,29,0.686035,11,stop sign,3877
03878.png,197,423,78,23,0.86084,2,car,3878
03878.png,639,718,1278,206,0.818359,2,car,3878
03878.png,525.5,443,63,44,0.815918,2,car,3878
03878.png,591.5,425,17,13,0.728516,2,car,3878
03878.png,436,418,26,11,0.646484,2,car,3878
03878.png,657.5,425,19,18,0.645508,2,car,3878
03878.png,130.5,541,259,214,0.617676,2,car,3878
03878.png,630.5,435,37,30,0.538574,2,car,3878
03878.png,872,498,262,261,0.9375,7,truck,3878
03878.png,569,429,34,38,0.732422,7,truck,3878
03878.png,630.5,435,37,30,0.503906,7,truck,3878
03878.png,267.5,345,25,31,0.641113,11,stop sign,3878
03879.png,189,421,70,22,0.793945,2,car,3879
03879.png,526,443,62,43,0.791016,2,car,3879
03879.png,639,719,1278,211,0.758301,2,car,3879
03879.png,591,425,16,14,0.700684,2,car,3879
03879.png,434,419,26,11,0.696777,2,car,3879
03879.png,656.5,425,19,18,0.626465,2,car,3879
03879.png,131,543,260,216,0.586914,2,car,3879
03879.png,630,436,38,30,0.526855,2,car,3879
03879.png,873,498,262,262,0.9375,7,truck,3879
03879.png,568,430,34,38,0.720703,7,truck,3879
03879.png,256.5,342,27,31,0.564453,11,stop sign,3879
03880.png,525,443,62,43,0.786621,2,car,3880
03880.png,183.5,421,53,21,0.754395,2,car,3880
03880.png,432.5,418,27,11,0.736816,2,car,3880
03880.png,639,718,1278,230,0.723145,2,car,3880
03880.png,591.5,425,17,14,0.717773,2,car,3880
03880.png,131,542,262,217,0.687988,2,car,3880
03880.png,657.5,425,19,18,0.648926,2,car,3880
03880.png,629,436,38,30,0.550293,2,car,3880
03880.png,873,498,262,262,0.939941,7,truck,3880
03880.png,569,430,34,38,0.73877,7,truck,3880
03880.png,246.5,339,27,31,0.679199,11,stop sign,3880
03881.png,526,443,62,43,0.79248,2,car,3881
03881.png,640,718,1280,232,0.740234,2,car,3881
03881.png,591.5,425,17,14,0.711426,2,car,3881
03881.png,177.5,421,39,22,0.697754,2,car,3881
03881.png,430.5,418,27,12,0.669922,2,car,3881
03881.png,132,542,264,217,0.637207,2,car,3881
03881.png,657.5,425,19,18,0.619629,2,car,3881
03881.png,630.5,437,39,31,0.503906,2,car,3881
03881.png,873.5,497,263,262,0.940918,7,truck,3881
03881.png,568.5,430,35,38,0.726074,7,truck,3881
03881.png,629,436,38,30,0.519531,7,truck,3881
03881.png,235.5,338,27,33,0.597656,11,stop sign,3881
03882.png,526.5,443,61,43,0.77832,2,car,3882
03882.png,133.5,544,265,218,0.755859,2,car,3882
03882.png,640,719,1280,224,0.729004,2,car,3882
03882.png,429,418,28,11,0.728027,2,car,3882
03882.png,591,425,16,14,0.657715,2,car,3882
03882.png,657.5,425,19,18,0.594727,2,car,3882
03882.png,629,436,38,30,0.521484,2,car,3882
03882.png,874,501,264,265,0.942871,7,truck,3882
03882.png,568,430,34,38,0.739746,7,truck,3882
03883.png,526.5,444,61,43,0.799316,2,car,3883
03883.png,427,419,30,12,0.762207,2,car,3883
03883.png,134.5,543,267,222,0.712891,2,car,3883
03883.png,640,719,1280,214,0.711914,2,car,3883
03883.png,591,426,16,13,0.69043,2,car,3883
03883.png,657.5,426,19,18,0.611328,2,car,3883
03883.png,875,502,264,266,0.944336,7,truck,3883
03883.png,569,430,34,38,0.729492,7,truck,3883
03883.png,629,436,38,30,0.529785,7,truck,3883
03883.png,211.5,333,27,35,0.541992,11,stop sign,3883
03884.png,527,444,62,43,0.802734,2,car,3884
03884.png,640,719,1280,225,0.740723,2,car,3884
03884.png,591,426,16,13,0.695312,2,car,3884
03884.png,425.5,419,31,11,0.683594,2,car,3884
03884.png,135.5,543,269,221,0.645996,2,car,3884
03884.png,657.5,426,19,18,0.617676,2,car,3884
03884.png,629.5,438,37,31,0.530273,2,car,3884
03884.png,875.5,501,263,265,0.943848,7,truck,3884
03884.png,569,430,34,38,0.737305,7,truck,3884
03884.png,198.5,331,29,37,0.595215,11,stop sign,3884
03885.png,527,444,60,43,0.832031,2,car,3885
03885.png,640,719,1280,233,0.783203,2,car,3885
03885.png,592,426,16,13,0.714844,2,car,3885
03885.png,423,419,30,12,0.672852,2,car,3885
03885.png,135,542,270,220,0.625488,2,car,3885
03885.png,657.5,426,19,18,0.624512,2,car,3885
03885.png,629,438,36,31,0.590332,2,car,3885
03885.png,876,501,264,265,0.945312,7,truck,3885
03885.png,569,431,34,38,0.708008,7,truck,3885
03885.png,185,328,28,37,0.554199,11,stop sign,3885
03886.png,527.5,444,61,43,0.858887,2,car,3886
03886.png,640,718,1280,217,0.732422,2,car,3886
03886.png,591,426,16,13,0.731445,2,car,3886
03886.png,421.5,419,31,12,0.663086,2,car,3886
03886.png,629.5,438,37,31,0.65918,2,car,3886
03886.png,136,541,272,217,0.62793,2,car,3886
03886.png,657.5,427,19,18,0.609863,2,car,3886
03886.png,878,499,270,264,0.943848,7,truck,3886
03886.png,569,431,34,38,0.714844,7,truck,3886
03886.png,170,324,28,38,0.660645,11,stop sign,3886
03887.png,418,420,32,12,0.760742,2,car,3887
03887.png,591.5,427,17,13,0.745605,2,car,3887
03887.png,639,718,1278,226,0.738281,2,car,3887
03887.png,527.5,445,63,43,0.731934,2,car,3887
03887.png,629,439,38,31,0.563477,2,car,3887
03887.png,883.5,501,279,265,0.942871,7,truck,3887
03887.png,565,431,42,38,0.712891,7,truck,3887
03887.png,155.5,321,29,39,0.743652,11,stop sign,3887
03888.png,591.5,427,17,13,0.758789,2,car,3888
03888.png,639,719,1278,213,0.737793,2,car,3888
03888.png,417,420,32,12,0.727539,2,car,3888
03888.png,527.5,444,63,42,0.69043,2,car,3888
03888.png,629,438,38,31,0.565918,2,car,3888
03888.png,657,427,18,18,0.503418,2,car,3888
03888.png,879.5,500,269,265,0.940918,7,truck,3888
03888.png,564.5,431,43,38,0.729492,7,truck,3888
03888.png,139,318,30,41,0.712891,11,stop sign,3888
03889.png,528.5,445,61,42,0.781738,2,car,3889
03889.png,640,720,1280,215,0.734375,2,car,3889
03889.png,592.5,427,17,13,0.73291,2,car,3889
03889.png,629,439,38,31,0.673828,2,car,3889
03889.png,415.5,420,33,12,0.616699,2,car,3889
03889.png,140.5,542,279,218,0.611328,2,car,3889
03889.png,657,428,18,18,0.51416,2,car,3889
03889.png,878,500,266,265,0.948242,7,truck,3889
03889.png,565.5,433,41,39,0.708984,7,truck,3889
03889.png,122,314,30,43,0.719238,11,stop sign,3889
03890.png,529,445,60,42,0.762695,2,car,3890
03890.png,639,717,1278,226,0.71875,2,car,3890
03890.png,592.5,428,17,13,0.716309,2,car,3890
03890.png,412.5,420,33,12,0.705078,2,car,3890
03890.png,140,541,280,218,0.656738,2,car,3890
03890.png,629,439,38,32,0.647949,2,car,3890
03890.png,878,501,266,266,0.948242,7,truck,3890
03890.png,565,433,40,39,0.716309,7,truck,3890
03890.png,104,310,30,45,0.778809,11,stop sign,3890
03891.png,529.5,446,61,41,0.787109,2,car,3891
03891.png,640,719,1280,215,0.776855,2,car,3891
03891.png,141.5,540,281,215,0.764648,2,car,3891
03891.png,592.5,428,17,13,0.719238,2,car,3891
03891.png,410,420,32,12,0.708008,2,car,3891
03891.png,629,439,38,32,0.649902,2,car,3891
03891.png,878.5,501,267,266,0.948242,7,truck,3891
03891.png,566.5,433,39,38,0.728516,7,truck,3891
03891.png,85.5,306,31,46,0.754395,11,stop sign,3891
03892.png,640,718,1280,223,0.788086,2,car,3892
03892.png,529.5,446,61,43,0.771973,2,car,3892
03892.png,408,420,32,12,0.742676,2,car,3892
03892.png,592.5,428,17,13,0.729004,2,car,3892
03892.png,142,540,284,216,0.680664,2,car,3892
03892.png,629,439,38,32,0.657227,2,car,3892
03892.png,878.5,503,267,268,0.949707,7,truck,3892
03892.png,567,432,36,38,0.716797,7,truck,3892
03892.png,65.5,301,31,47,0.625977,11,stop sign,3892
03893.png,640,718,1280,233,0.814941,2,car,3893
03893.png,405,421,34,13,0.788574,2,car,3893
03893.png,528,446,62,43,0.77832,2,car,3893
03893.png,592.5,428,17,13,0.728027,2,car,3893
03893.png,143.5,541,285,213,0.674805,2,car,3893
03893.png,629,440,38,32,0.647461,2,car,3893
03893.png,879,503,268,268,0.950684,7,truck,3893
03893.png,568,432,36,38,0.726562,7,truck,3893
03893.png,44,296,30,49,0.609863,11,stop sign,3893
03894.png,640,718,1280,237,0.806641,2,car,3894
03894.png,144.5,541,287,211,0.757324,2,car,3894
03894.png,529.5,446,61,43,0.719727,2,car,3894
03894.png,403.5,421,35,13,0.708984,2,car,3894
03894.png,592.5,428,17,14,0.693359,2,car,3894
03894.png,629,440,38,31,0.658691,2,car,3894
03894.png,880,505,268,269,0.950684,7,truck,3894
03894.png,569.5,432,35,38,0.709473,7,truck,3894
03894.png,22.5,290,31,51,0.587402,11,stop sign,3894
03895.png,640,718,1280,231,0.817383,2,car,3895
03895.png,529.5,445,61,43,0.811035,2,car,3895
03895.png,592,427,16,13,0.746094,2,car,3895
03895.png,628,439,38,32,0.668945,2,car,3895
03895.png,144.5,544,289,208,0.620605,2,car,3895
03895.png,400.5,421,35,13,0.562012,2,car,3895
03895.png,881.5,505,269,270,0.950684,7,truck,3895
03895.png,569.5,432,35,38,0.733887,7,truck,3895
03895.png,701,365,8,10,0.539551,9,traffic light,3895
03896.png,640,718,1280,233,0.833984,2,car,3896
03896.png,529.5,445,61,43,0.770508,2,car,3896
03896.png,592,427,16,13,0.741699,2,car,3896
03896.png,628,439,38,32,0.67334,2,car,3896
03896.png,398,421,36,13,0.666992,2,car,3896
03896.png,145,542,290,206,0.630859,2,car,3896
03896.png,881.5,506,269,271,0.94873,7,truck,3896
03896.png,569,432,34,37,0.743164,7,truck,3896
03897.png,640,717,1280,222,0.836914,2,car,3897
03897.png,530,445,60,43,0.789062,2,car,3897
03897.png,395,421,36,13,0.754883,2,car,3897
03897.png,592,427,16,13,0.727051,2,car,3897
03897.png,146,542,292,206,0.721191,2,car,3897
03897.png,628,439,38,32,0.658691,2,car,3897
03897.png,881,506,270,271,0.94873,7,truck,3897
03897.png,569,432,34,38,0.762207,7,truck,3897
03898.png,640,718,1280,219,0.861328,2,car,3898
03898.png,392.5,421,37,13,0.791992,2,car,3898
03898.png,530.5,445,61,43,0.785156,2,car,3898
03898.png,147,541,292,202,0.770996,2,car,3898
