# framepath, x, y, w, h, confidence, classID, className,
02083.png,398.5,492,207,182,0.834473,7,truck,
02084.png,555,438,44,30,0.89209,2,car,
02084.png,605,426,20,15,0.757324,2,car,
02084.png,627,431,24,17,0.678223,2,car,
02084.png,663.5,425,17,9,0.505859,2,car,
02084.png,1195,436,168,105,0.839844,5,bus,
02084.png,398,493,206,182,0.82373,7,truck,
02084.png,821.5,277,25,33,0.527832,9,traffic light,
02085.png,555,438,44,30,0.893555,2,car,
02085.png,605.5,426,21,15,0.75,2,car,
02085.png,627,430,24,15,0.709473,2,car,
02085.png,640.5,720,1279,303,0.667969,2,car,
02085.png,1196,437,164,115,0.84668,5,bus,
02085.png,398,492,206,182,0.831543,7,truck,
02086.png,555,438,44,30,0.890137,2,car,
02086.png,605.5,425,21,15,0.753906,2,car,
02086.png,627,430,24,16,0.674805,2,car,
02086.png,640,719,1280,262,0.62793,2,car,
02086.png,1200.5,439,159,113,0.822754,5,bus,
02086.png,398.5,492,207,182,0.82373,7,truck,
02087.png,555,438,44,30,0.895996,2,car,
02087.png,605.5,426,19,15,0.787109,2,car,
02087.png,640,718,1280,236,0.714844,2,car,
02087.png,628.5,430,25,21,0.631348,2,car,
02087.png,1201.5,441,157,113,0.807129,5,bus,
02087.png,397,493,206,181,0.828125,7,truck,
02088.png,555,438,44,30,0.893555,2,car,
02088.png,605,425,20,15,0.759277,2,car,
02088.png,628.5,430,25,21,0.678223,2,car,
02088.png,639,718,1278,230,0.57959,2,car,
02088.png,1203,439,152,111,0.807617,5,bus,
02088.png,398,492,206,181,0.810547,7,truck,
02089.png,555,438,44,30,0.89502,2,car,
02089.png,605.5,425,19,15,0.766113,2,car,
02089.png,628.5,430,25,21,0.668457,2,car,
02089.png,640,718,1280,240,0.629883,2,car,
02089.png,1205,440,148,106,0.815918,5,bus,
02089.png,397.5,493,207,183,0.813965,7,truck,
02090.png,555,438,44,30,0.898438,2,car,
02090.png,605.5,426,19,15,0.794922,2,car,
02090.png,640,718,1280,255,0.697754,2,car,
02090.png,628.5,431,25,21,0.682129,2,car,
02090.png,1206.5,443,145,118,0.804199,5,bus,
02090.png,398.5,492,207,182,0.812012,7,truck,
02091.png,555,438,44,30,0.892578,2,car,
02091.png,605,425,20,15,0.762207,2,car,
02091.png,628,429,24,20,0.637695,2,car,
02091.png,639,718,1278,234,0.605957,2,car,
02091.png,1208,438,142,114,0.802246,5,bus,
02091.png,398.5,492,207,182,0.827637,7,truck,
02092.png,555,438,44,30,0.893555,2,car,
02092.png,605.5,426,19,15,0.790527,2,car,
02092.png,640,719,1280,233,0.724121,2,car,
02092.png,628,430,24,20,0.634277,2,car,
02092.png,664.5,425,17,8,0.535645,2,car,
02092.png,1210,439,138,111,0.781738,5,bus,
02092.png,398.5,492,209,182,0.804688,7,truck,
02093.png,555,439,44,31,0.888672,2,car,
02093.png,605.5,426,19,15,0.778809,2,car,
02093.png,628.5,431,25,21,0.609863,2,car,
02093.png,640,719,1276,228,0.597168,2,car,
02093.png,1211.5,440,135,114,0.702148,5,bus,
02093.png,398,492,210,181,0.816895,7,truck,
02094.png,555,439,44,31,0.890137,2,car,
02094.png,605.5,425,19,14,0.77002,2,car,
02094.png,628,430,24,20,0.618652,2,car,
02094.png,1215,441,130,115,0.567871,5,bus,
02094.png,398.5,492,211,182,0.827148,7,truck,
02095.png,555,439,44,31,0.894043,2,car,
02095.png,605.5,426,19,15,0.779297,2,car,
02095.png,640,720,1280,212,0.62207,2,car,
02095.png,665.5,425,17,8,0.558594,2,car,
02095.png,628,431,24,21,0.552246,2,car,
02095.png,1216,437,128,110,0.621094,5,bus,
02095.png,397,492,208,182,0.841309,7,truck,
02096.png,555,439,44,31,0.895996,2,car,
02096.png,605.5,426,19,15,0.772949,2,car,
02096.png,640,718,1280,236,0.59082,2,car,
02096.png,628.5,431,25,21,0.563965,2,car,
02096.png,1218,437,120,110,0.689453,5,bus,
02096.png,397.5,492,207,182,0.820801,7,truck,
02096.png,1098.5,340,15,25,0.51123,9,traffic light,
02097.png,555,439,44,31,0.896484,2,car,
02097.png,605.5,426,19,15,0.775391,2,car,
02097.png,628,431,24,21,0.587891,2,car,
02097.png,640,719,1280,222,0.569824,2,car,
02097.png,665.5,425,19,8,0.566895,2,car,
02097.png,396,492,208,181,0.824707,7,truck,
02098.png,555,439,44,31,0.895996,2,car,
02098.png,605.5,425,19,14,0.773438,2,car,
02098.png,628,431,24,21,0.624512,2,car,
02098.png,640,719,1280,216,0.567383,2,car,
02098.png,665,425,18,8,0.554199,2,car,
02098.png,1223.5,438,111,103,0.615723,5,bus,
02098.png,397,493,210,183,0.820312,7,truck,
02099.png,555,439,44,31,0.897461,2,car,
02099.png,605.5,426,19,14,0.772461,2,car,
02099.png,628,432,24,21,0.577637,2,car,
02099.png,397,493,210,182,0.807617,7,truck,
02100.png,555.5,440,45,31,0.897461,2,car,
02100.png,605.5,427,19,15,0.751465,2,car,
02100.png,628,432,24,21,0.550293,2,car,
02100.png,397.5,493,211,182,0.80957,7,truck,
02101.png,555,438,44,30,0.89502,2,car,
02101.png,605.5,426,19,15,0.745605,2,car,
02101.png,629,432,24,21,0.561035,2,car,
02101.png,639,720,1278,229,0.533691,2,car,
02101.png,396.5,492,211,182,0.817871,7,truck,
02102.png,555.5,440,45,31,0.895508,2,car,
02102.png,605.5,427,19,15,0.755371,2,car,
02102.png,628.5,431,23,18,0.613281,2,car,
02102.png,640,720,1278,221,0.583496,2,car,
02102.png,396.5,493,211,182,0.816895,7,truck,
02103.png,555,440,44,31,0.88623,2,car,
02103.png,605.5,426,19,14,0.702637,2,car,
02103.png,629,432,22,13,0.623047,2,car,
02103.png,641,720,1276,216,0.569824,2,car,
02103.png,1228.5,439,103,100,0.559082,5,bus,
02103.png,396,493,210,181,0.821289,7,truck,
02104.png,555,440,44,31,0.891113,2,car,
02104.png,640,719,1276,230,0.718262,2,car,
02104.png,605.5,426,19,14,0.711914,2,car,
02104.png,629,432,22,14,0.620605,2,car,
02104.png,1230.5,439,99,98,0.590332,5,bus,
02104.png,396.5,493,209,182,0.836914,7,truck,
02105.png,555,440,44,31,0.89502,2,car,
02105.png,605.5,427,19,15,0.735352,2,car,
02105.png,640,719,1276,229,0.711426,2,car,
02105.png,629,432,22,13,0.635254,2,car,
02105.png,396.5,492,211,181,0.822754,7,truck,
02105.png,1131.5,335,15,26,0.537598,9,traffic light,
02106.png,555,440,44,31,0.896484,2,car,
02106.png,640.5,719,1273,237,0.774902,2,car,
02106.png,606.5,426,19,14,0.754883,2,car,
02106.png,629,432,22,13,0.664062,2,car,
02106.png,396,493,210,182,0.828613,7,truck,
02107.png,555.5,439,45,31,0.89502,2,car,
02107.png,606.5,426,19,14,0.742188,2,car,
02107.png,629,431,22,12,0.738281,2,car,
02107.png,641,718,1276,230,0.732422,2,car,
02107.png,396.5,494,211,183,0.827148,7,truck,
02108.png,555.5,440,45,31,0.899902,2,car,
02108.png,606.5,426,19,14,0.736816,2,car,
02108.png,629,431,22,12,0.693359,2,car,
02108.png,640,719,1276,224,0.658203,2,car,
02108.png,395.5,495,211,184,0.815918,7,truck,
02109.png,555,439,44,31,0.892578,2,car,
02109.png,606.5,426,19,15,0.741211,2,car,
02109.png,629,432,22,13,0.736328,2,car,
02109.png,640,718,1280,235,0.666504,2,car,
02109.png,395,495,210,184,0.800293,7,truck,
02109.png,1146.5,331,15,25,0.534668,9,traffic light,
02110.png,555,439,44,31,0.894531,2,car,
02110.png,606.5,426,19,15,0.764648,2,car,
02110.png,629.5,430,23,12,0.758789,2,car,
02110.png,639,719,1276,234,0.537598,2,car,
02110.png,395,494,212,185,0.824219,7,truck,
02111.png,555,439,44,31,0.890625,2,car,
02111.png,606,425,18,14,0.750977,2,car,
02111.png,640,719,1280,234,0.694336,2,car,
02111.png,629.5,431,23,21,0.611328,2,car,
02111.png,395,494,212,184,0.780762,7,truck,
02111.png,666.5,425,21,28,0.582031,7,truck,
02111.png,1155,329,16,28,0.645996,9,traffic light,
02112.png,555.5,438,45,31,0.878418,2,car,
02112.png,606.5,425,19,14,0.765137,2,car,
02112.png,640,719,1280,241,0.736816,2,car,
02112.png,629,430,24,18,0.640625,2,car,
02112.png,395.5,493,211,183,0.791504,7,truck,
02112.png,666.5,425,21,29,0.640137,7,truck,
02112.png,1158.5,328,17,28,0.575195,9,traffic light,
02113.png,555,438,44,31,0.877441,2,car,
02113.png,606.5,424,19,14,0.730957,2,car,
02113.png,640,719,1280,228,0.661133,2,car,
02113.png,629.5,430,25,20,0.580078,2,car,
02113.png,394.5,493,211,183,0.808105,7,truck,
02113.png,666.5,425,21,29,0.590332,7,truck,
02113.png,1163.5,327,17,28,0.694824,9,traffic light,
02114.png,555.5,438,45,31,0.885254,2,car,
02114.png,606,425,18,14,0.742188,2,car,
02114.png,639,720,1276,228,0.652832,2,car,
02114.png,629,429,24,20,0.59082,2,car,
02114.png,394,493,210,183,0.810059,7,truck,
02114.png,1166,327,18,29,0.621582,9,traffic light,
02115.png,555,438,44,31,0.890137,2,car,
02115.png,606.5,423,19,14,0.751465,2,car,
02115.png,640,719,1278,243,0.686523,2,car,
02115.png,629,429,24,20,0.588379,2,car,
02115.png,394.5,494,211,185,0.803223,7,truck,
02115.png,1171.5,326,17,30,0.691406,9,traffic light,
02116.png,555,438,44,31,0.885742,2,car,
02116.png,606.5,423,19,14,0.755859,2,car,
02116.png,630,429,24,19,0.616699,2,car,
02116.png,640,719,1280,246,0.510254,2,car,
02116.png,393.5,494,211,185,0.796875,7,truck,
02116.png,1176.5,324,17,30,0.610352,9,traffic light,
02117.png,554,437,46,31,0.873047,2,car,
02117.png,606.5,423,19,14,0.766113,2,car,
02117.png,630,428,24,18,0.58252,2,car,
02117.png,393,493,212,185,0.799805,7,truck,
02117.png,1178.5,323,17,29,0.71875,9,traffic light,
02118.png,555,437,46,31,0.869629,2,car,
02118.png,606.5,423,19,14,0.770508,2,car,
02118.png,630,428,24,20,0.568359,2,car,
02118.png,392.5,493,213,185,0.803711,7,truck,
02119.png,555.5,436,45,31,0.875977,2,car,
02119.png,607.5,422,19,14,0.723633,2,car,
02119.png,630.5,428,23,20,0.513672,2,car,
02119.png,394,491,210,183,0.862305,7,truck,
02119.png,1188,319,14,27,0.63623,9,traffic light,
02120.png,555.5,437,45,31,0.891602,2,car,
02120.png,606.5,423,19,14,0.752441,2,car,
02120.png,629,429,24,21,0.532227,2,car,
02120.png,393,492,210,184,0.862305,7,truck,
02120.png,1193.5,318,15,27,0.507324,9,traffic light,
02121.png,555.5,436,45,31,0.891602,2,car,
02121.png,607.5,422,19,14,0.737305,2,car,
02121.png,630.5,427,25,20,0.571777,2,car,
02121.png,393.5,492,211,185,0.851562,7,truck,
02121.png,1196,316,16,28,0.583984,9,traffic light,
02122.png,555.5,436,45,31,0.88916,2,car,
02122.png,607.5,422,19,14,0.740723,2,car,
02122.png,630,427,24,18,0.65625,2,car,
02122.png,392.5,491,211,184,0.870605,7,truck,
02122.png,1201,314,16,27,0.586426,9,traffic light,
02123.png,555.5,436,45,31,0.890625,2,car,
02123.png,607.5,422,19,14,0.742188,2,car,
02123.png,630,428,24,20,0.583008,2,car,
02123.png,392.5,492,211,185,0.863281,7,truck,
02124.png,555.5,437,45,31,0.887695,2,car,
02124.png,606.5,423,19,14,0.734863,2,car,
02124.png,640,719,1276,230,0.686035,2,car,
02124.png,630,428,24,20,0.631348,2,car,
02124.png,392,491,212,184,0.845703,7,truck,
02124.png,1211,313,16,27,0.577637,9,traffic light,
02125.png,555.5,436,45,31,0.879883,2,car,
02125.png,607.5,422,19,14,0.739746,2,car,
02125.png,630.5,427,23,16,0.671387,2,car,
02125.png,640,719,1278,220,0.533203,2,car,
02125.png,392,491,212,184,0.839355,7,truck,
02126.png,555.5,437,45,31,0.881348,2,car,
02126.png,606,423,18,14,0.710938,2,car,
02126.png,630,429,24,21,0.562012,2,car,
02126.png,391,492,212,185,0.836914,7,truck,
02126.png,1220.5,312,17,30,0.564453,9,traffic light,
02127.png,555,438,44,31,0.876465,2,car,
02127.png,607,423,18,14,0.726074,2,car,
02127.png,641,718,1278,223,0.712891,2,car,
02127.png,392.5,493,211,185,0.858887,7,truck,
02127.png,630,429,24,21,0.57373,7,truck,
02127.png,1225.5,311,17,30,0.591797,9,traffic light,
02128.png,555,438,44,31,0.883301,2,car,
02128.png,607,423,18,14,0.739746,2,car,
02128.png,640,718,1278,233,0.729004,2,car,
02128.png,391,493,212,185,0.86377,7,truck,
02128.png,630,429,24,21,0.513184,7,truck,
02128.png,1230.5,310,17,30,0.54248,9,traffic light,
02129.png,555.5,438,45,31,0.890625,2,car,
02129.png,607,424,18,14,0.71582,2,car,
02129.png,640,719,1276,239,0.687012,2,car,
02129.png,630,429,24,21,0.526367,2,car,
02129.png,391,493,212,185,0.85498,7,truck,
02130.png,555.5,438,45,31,0.882812,2,car,
02130.png,607,424,18,14,0.730469,2,car,
02130.png,640,719,1280,255,0.709961,2,car,
02130.png,630.5,430,25,21,0.520508,2,car,
02130.png,390,493,214,185,0.848145,7,truck,
02131.png,555,438,44,31,0.891113,2,car,
02131.png,607.5,425,19,15,0.737305,2,car,
02131.png,630,429,24,21,0.586426,2,car,
02131.png,640,719,1280,224,0.541504,2,car,
02131.png,390,493,214,186,0.844238,7,truck,
02132.png,555,439,44,31,0.895996,2,car,
02132.png,607.5,427,19,15,0.70752,2,car,
02132.png,630.5,430,25,20,0.684082,2,car,
02132.png,640,719,1280,239,0.592285,2,car,
02132.png,389,494,216,186,0.856934,7,truck,
02133.png,555.5,438,45,31,0.88916,2,car,
02133.png,607.5,425,19,14,0.75293,2,car,
02133.png,630.5,430,25,21,0.670898,2,car,
02133.png,640,718,1278,234,0.609863,2,car,
02133.png,390,494,216,187,0.837891,7,truck,
02134.png,555,439,44,31,0.890137,2,car,
02134.png,607.5,425,19,14,0.744141,2,car,
02134.png,640,718,1276,230,0.715332,2,car,
02134.png,630.5,430,25,21,0.677734,2,car,
02134.png,390,494,216,187,0.833984,7,truck,
02134.png,1260,306,18,33,0.553223,9,traffic light,
02135.png,555.5,440,45,31,0.896484,2,car,
02135.png,608.5,427,19,15,0.714355,2,car,
02135.png,640,720,1278,215,0.700684,2,car,
02135.png,630.5,432,25,21,0.626953,2,car,
02135.png,389,495,216,187,0.859863,7,truck,
02136.png,555.5,437,45,30,0.88916,2,car,
02136.png,640,718,1278,216,0.760254,2,car,
02136.png,608,425,18,14,0.715332,2,car,
02136.png,630.5,430,25,21,0.680664,2,car,
02136.png,390,494,216,187,0.853027,7,truck,
02137.png,555.5,440,45,31,0.898926,2,car,
02137.png,608.5,427,19,15,0.742188,2,car,
02137.png,630.5,432,25,21,0.646973,2,car,
02137.png,639,719,1278,228,0.592773,2,car,
02137.png,388.5,495,217,188,0.836914,7,truck,
02138.png,555.5,439,45,31,0.898926,2,car,
02138.png,609.5,426,19,14,0.760742,2,car,
02138.png,639,719,1278,223,0.735352,2,car,
02138.png,630.5,431,25,20,0.686035,2,car,
02138.png,388,494,218,187,0.8125,7,truck,
02139.png,555.5,439,45,31,0.896973,2,car,
02139.png,630.5,430,25,21,0.728027,2,car,
02139.png,639,719,1278,222,0.706543,2,car,
02139.png,608.5,425,19,14,0.702148,2,car,
02139.png,388.5,496,217,189,0.823242,7,truck,
02140.png,555,441,46,31,0.901855,2,car,
02140.png,608,427,18,14,0.711426,2,car,
02140.png,630.5,432,25,21,0.621094,2,car,
02140.png,639,718,1278,224,0.612793,2,car,
02140.png,388,523,218,218,0.76416,7,truck,
02141.png,555.5,439,45,31,0.895996,2,car,
02141.png,608.5,427,19,15,0.73877,2,car,
02141.png,630.5,432,25,21,0.700195,2,car,
02141.png,639,719,1278,220,0.609863,2,car,
02141.png,388,525,218,221,0.787598,7,truck,
02142.png,555.5,440,45,31,0.897461,2,car,
02142.png,609.5,427,19,15,0.727051,2,car,
02142.png,639,718,1278,226,0.671875,2,car,
02142.png,631.5,432,25,21,0.606934,2,car,
02142.png,388,520,218,215,0.794434,7,truck,
02143.png,555.5,440,45,31,0.871582,2,car,
02143.png,609.5,426,19,14,0.686523,2,car,
02143.png,630,432,24,21,0.625977,2,car,
02143.png,639,718,1278,223,0.61377,2,car,
02143.png,388.5,526,219,222,0.800293,7,truck,
02144.png,555.5,439,45,31,0.886719,2,car,
02144.png,608.5,426,19,14,0.705566,2,car,
02144.png,630,430,24,20,0.686523,2,car,
02144.png,639,719,1278,226,0.52832,2,car,
02144.png,386,494,222,188,0.805176,7,truck,
02145.png,555,439,44,31,0.890625,2,car,
02145.png,609.5,426,19,14,0.731934,2,car,
02145.png,630,432,24,21,0.653809,2,car,
02145.png,639,718,1278,224,0.548828,2,car,
02145.png,387,527,220,224,0.776855,7,truck,
02146.png,555,439,44,31,0.891602,2,car,
02146.png,609.5,426,19,14,0.769043,2,car,
02146.png,631,432,24,21,0.611816,2,car,
02146.png,386,494,222,187,0.804199,7,truck,
02147.png,555,438,44,31,0.885742,2,car,
02147.png,609.5,425,19,14,0.746582,2,car,
02147.png,631,429,24,20,0.651367,2,car,
02147.png,386.5,494,221,188,0.788574,7,truck,
02148.png,555.5,438,45,31,0.889648,2,car,
02148.png,609.5,425,19,14,0.746582,2,car,
02148.png,631.5,429,25,20,0.647949,2,car,
02148.png,386.5,493,223,188,0.79541,7,truck,
02149.png,555.5,438,45,31,0.893555,2,car,
02149.png,609.5,424,19,14,0.755371,2,car,
02149.png,631,429,24,20,0.679688,2,car,
02149.png,640,719,1280,251,0.627441,2,car,
02149.png,386.5,495,223,190,0.811035,7,truck,
02150.png,555.5,438,45,31,0.897461,2,car,
02150.png,609.5,424,19,14,0.757324,2,car,
02150.png,631,430,24,21,0.556641,2,car,
02150.png,386,516,220,213,0.79834,7,truck,
02151.png,555.5,439,45,31,0.889648,2,car,
02151.png,610,425,18,14,0.732422,2,car,
02151.png,639,718,1278,237,0.655273,2,car,
02151.png,632,430,24,20,0.609375,2,car,
02151.png,386.5,496,221,191,0.83252,7,truck,
02151.png,668,426,22,29,0.592285,7,truck,
02152.png,555.5,437,45,32,0.895508,2,car,
02152.png,610.5,423,19,14,0.791016,2,car,
02152.png,639,717,1278,242,0.702637,2,car,
02152.png,632,429,24,21,0.57959,2,car,
02152.png,385,497,224,193,0.802734,7,truck,
02152.png,668.5,424,21,30,0.529297,7,truck,
02153.png,555.5,438,45,31,0.895996,2,car,
02153.png,609.5,425,19,14,0.755371,2,car,
02153.png,640,718,1280,233,0.566406,2,car,
02153.png,631.5,430,25,21,0.541016,2,car,
02153.png,385,497,224,193,0.812988,7,truck,
02154.png,555.5,438,45,31,0.899414,2,car,
02154.png,609.5,424,19,14,0.768555,2,car,
02154.png,631,429,24,20,0.609863,2,car,
02154.png,639.5,719,1273,231,0.605469,2,car,
02154.png,385,496,224,191,0.80957,7,truck,
02155.png,555.5,438,45,31,0.893066,2,car,
02155.png,610.5,425,19,15,0.737793,2,car,
02155.png,639,717,1278,236,0.713867,2,car,
02155.png,632,428,24,20,0.57373,2,car,
02155.png,385.5,521,223,219,0.782715,7,truck,
02156.png,555.5,439,45,31,0.893066,2,car,
02156.png,610.5,425,19,14,0.731445,2,car,
02156.png,640,718,1280,254,0.729492,2,car,
02156.png,632,431,24,21,0.578125,2,car,
02156.png,385.5,526,223,224,0.79834,7,truck,
02157.png,555.5,437,45,31,0.886719,2,car,
02157.png,610.5,424,19,14,0.770508,2,car,
02157.png,639,718,1278,236,0.67627,2,car,
02157.png,632,428,24,20,0.59375,2,car,
02157.png,384.5,498,225,195,0.793457,7,truck,
02158.png,555.5,438,45,31,0.895996,2,car,
02158.png,610,425,18,14,0.754883,2,car,
02158.png,640,718,1278,237,0.700684,2,car,
02158.png,632,431,24,19,0.629395,2,car,
02158.png,384.5,515,225,213,0.766602,7,truck,
02158.png,668.5,426,21,29,0.588867,7,truck,
02159.png,555.5,439,45,31,0.886719,2,car,
02159.png,610.5,425,19,14,0.723145,2,car,
02159.png,639,719,1278,226,0.663086,2,car,
02159.png,632,431,24,21,0.555664,2,car,
02159.png,385.5,495,225,192,0.853027,7,truck,
02160.png,555.5,438,45,31,0.89502,2,car,
02160.png,610.5,425,19,14,0.766113,2,car,
02160.png,639,720,1278,223,0.605469,2,car,
02160.png,632.5,429,25,20,0.570312,2,car,
02160.png,385.5,496,227,193,0.811523,7,truck,
02161.png,555.5,439,45,31,0.896973,2,car,
02161.png,610.5,425,19,14,0.723145,2,car,
02161.png,639,718,1278,232,0.624023,2,car,
02161.png,631.5,431,25,21,0.558105,2,car,
02161.png,384.5,496,225,193,0.820801,7,truck,
02161.png,668.5,426,21,29,0.63916,7,truck,
02162.png,555.5,438,45,31,0.895996,2,car,
02162.png,610.5,425,19,14,0.769043,2,car,
02162.png,639,718,1278,224,0.621582,2,car,
02162.png,632.5,430,25,21,0.520996,2,car,
02162.png,383.5,496,225,193,0.84668,7,truck,
02163.png,555.5,438,45,31,0.899902,2,car,
02163.png,610.5,424,19,14,0.775391,2,car,
02163.png,639,718,1278,230,0.697754,2,car,
02163.png,631,430,26,21,0.630371,2,car,
02163.png,383,495,228,193,0.786621,7,truck,
02164.png,555.5,439,45,31,0.893555,2,car,
02164.png,610.5,425,19,14,0.73877,2,car,
02164.png,639,719,1278,239,0.654297,2,car,
02164.png,633,431,24,21,0.587891,2,car,
02164.png,382.5,496,223,193,0.864258,7,truck,
02164.png,668,426,22,29,0.536133,7,truck,
02165.png,555.5,438,45,31,0.88623,2,car,
02165.png,610,425,20,14,0.752441,2,car,
02165.png,639,719,1278,223,0.718262,2,car,
02165.png,633,431,24,21,0.592773,2,car,
02165.png,382,497,224,195,0.828613,7,truck,
02166.png,555.5,438,45,31,0.882324,2,car,
02166.png,610.5,423,19,14,0.771484,2,car,
02166.png,640,718,1278,228,0.681152,2,car,
02166.png,633,429,24,20,0.586914,2,car,
02166.png,381,498,224,198,0.825195,7,truck,
02167.png,555,439,46,31,0.88623,2,car,
02167.png,610.5,425,19,14,0.731934,2,car,
02167.png,640,718,1280,255,0.709961,2,car,
02167.png,633,431,24,21,0.582031,2,car,
02167.png,381,497,224,197,0.833984,7,truck,
02168.png,555,437,46,31,0.874512,2,car,
02168.png,610,423,20,14,0.734863,2,car,
02168.png,640,717,1278,230,0.64502,2,car,
02168.png,633,428,24,20,0.513672,2,car,
02168.png,381.5,495,225,195,0.866699,7,truck,
02169.png,555.5,438,45,31,0.897949,2,car,
02169.png,610.5,424,19,14,0.755371,2,car,
02169.png,633,429,24,20,0.61377,2,car,
02169.png,640,718,1280,226,0.600098,2,car,
02169.png,380,495,226,196,0.875977,7,truck,
02170.png,555.5,438,45,31,0.896973,2,car,
02170.png,610.5,424,19,14,0.737305,2,car,
02170.png,640,720,1280,245,0.642578,2,car,
02170.png,633,429,24,20,0.60791,2,car,
02170.png,380.5,496,225,196,0.847656,7,truck,
02171.png,555,437,46,31,0.891602,2,car,
