timestamp, coeff0, coeff1, coeff2
5.359604,-1.52,-0.006,-7.62e-06
5.478272,1.84,-0.007,-1.905e-05
5.478272,-1.52,-0.007,-1.905e-05
5.591391,1.8,-0.0095,-1.905e-05
5.591391,-1.52,-0.0095,-1.905e-05
5.711584,1.8,-0.0105,-1.905e-05
5.711584,-1.54,-0.0105,-1.905e-05
5.835972,1.78,-0.0145,1.524e-05
5.835972,-1.58,-0.0145,1.524e-05
5.959001,1.76,-0.0115,0
5.959001,-1.58,-0.0115,0
6.076904,1.72,-0.0125,-1.143e-05
6.076904,-1.62,-0.0125,-1.143e-05
6.197214,1.68,-0.0105,-1.143e-05
6.197214,-1.68,-0.0105,-1.143e-05
6.327106,1.64,-0.012,-1.524e-05
6.327106,-1.72,-0.012,-1.524e-05
6.443795,1.64,-0.016,0.00020193
6.443795,-1.8,-0.016,0.00020193
6.555986,1.58,-0.015,0.00025146
6.555986,-1.84,-0.015,0.00025146
6.672979,1.5,-0.015,0.00027813
6.672979,-1.9,-0.015,0.00027813
6.792641,1.46,-0.015,0.00032766
6.792641,-1.94,-0.015,0.00032766
6.913472,1.42,-0.015,0.00035052
6.913472,-1.96,-0.015,0.00035052
7.033048,1.42,-0.0145,0.00040005
7.033048,-1.96,-0.0145,0.00040005
7.159327,1.1,0,0.00137922
7.159327,-1.96,0,0.00137922
7.277515,1.08,0.004,0.00120777
7.277515,-1.94,0.004,0.00120777
7.39629,1.08,0.01,0.00094869
7.39629,-1.9,0.01,0.00094869
7.515629,1.1,0.011,0.00089154
7.515629,-1.9,0.011,0.00089154
7.633574,1.14,0.011,0.00084582
7.633574,-1.9,0.011,0.00084582
7.753058,1.18,0.0095,0.00081153
7.753058,-1.86,0.0095,0.00081153
7.875296,1.2,0.0085,0.00084963
7.875296,-1.84,0.0085,0.00084963
7.995,1.22,0.0075,0.00085725
7.995,-1.8,0.0075,0.00085725
8.119507,1.22,0.007,0.00086106
8.119507,-1.8,0.007,0.00086106
8.244401,1.24,0.0055,0.00087249
8.244401,-1.78,0.0055,0.00087249
8.367043,1.26,0.0035,0.00088011
8.367043,-1.8,0.0035,0.00088011
8.494175,1.26,0.003,0.00087249
8.494175,-1.8,0.003,0.00087249
8.613823,1.28,0.0015,0.00086487
8.613823,-1.8,0.0015,0.00086487
8.73524,1.26,0.007,0.00071247
8.73524,-1.86,0.007,0.00071247
8.85995,1.26,0.0075,0.00070104
8.85995,-1.86,0.0075,0.00070104
8.977994,1.26,0.009,0.00067818
8.977994,-1.86,0.009,0.00067818
9.096086,1.28,0.0105,0.00063627
9.096086,-1.84,0.0105,0.00063627
9.212603,1.28,0.012,0.0006096
9.212603,-1.84,0.012,0.0006096
9.328221,1.3,0.012,0.00056007
9.328221,-1.8,0.012,0.00056007
9.445098,1.32,0.012,0.00052959
9.445098,-1.78,0.012,0.00052959
9.562395,1.34,0.01,0.00048006
9.562395,-1.74,0.01,0.00048006
9.684938,1.38,0.009,0.00042672
9.684938,-1.7,0.009,0.00042672
9.806317,1.4,0.008,0.00040386
9.806317,-1.68,0.008,0.00040386
9.924052,1.4,0.0075,0.00035433
9.924052,-1.66,0.0075,0.00035433
10.045624,1.42,0.0075,0.00033147
10.045624,-1.64,0.0075,0.00033147
10.169263,1.44,0.0075,0.00028194
10.169263,-1.64,0.0075,0.00028194
10.288606,1.46,0.0075,0.00023622
10.288606,-1.62,0.0075,0.00023622
10.410877,1.48,0.007,0.00021717
10.410877,-1.6,0.007,0.00021717
10.525954,1.52,0.006,0.00018288
10.525954,-1.58,0.006,0.00018288
10.644027,1.54,0.005,0.00015621
10.644027,-1.54,0.005,0.00015621
10.755724,1.56,0.004,0.00014478
10.755724,-1.54,0.004,0.00014478
10.871848,1.56,0.003,0.00012573
10.871848,-1.52,0.003,0.00012573
10.989806,1.56,0.002,0.00011811
10.989806,-1.52,0.002,0.00011811
11.104612,1.56,0,0.00010668
11.104612,-1.5,0,0.00010668
11.217601,1.56,0,0.00010287
11.217601,-1.5,0,0.00010287
11.333595,1.56,-0.002,9.525e-05
11.333595,-1.48,-0.002,9.525e-05
11.45131,1.56,-0.0025,9.144e-05
11.45131,-1.46,-0.0025,9.144e-05
11.566783,1.54,-0.002,8.382e-05
11.566783,-1.46,-0.002,8.382e-05
11.6837,1.54,-0.0015,7.62e-05
11.6837,-1.48,-0.0015,7.62e-05
11.795398,1.54,-0.0005,6.858e-05
11.795398,-1.52,-0.0005,6.858e-05
11.908989,1.56,-0.0005,5.334e-05
11.908989,-1.52,-0.0005,5.334e-05
12.021336,1.56,0,4.953e-05
12.021336,-1.52,0,4.953e-05
12.135943,1.56,0,3.429e-05
12.135943,-1.52,0,3.429e-05
12.251416,1.56,0,2.667e-05
12.251416,-1.5,0,2.667e-05
12.364628,1.54,0.0005,1.143e-05
12.364628,-1.5,0.0005,1.143e-05
12.478241,1.54,0,7.62e-06
12.478241,-1.48,0,7.62e-06
12.586828,1.56,0,0
12.586828,-1.48,0,0
12.6994,1.56,0,-3.81e-06
12.6994,-1.48,0,-3.81e-06
12.810471,1.58,0,-1.143e-05
12.810471,-1.5,0,-1.143e-05
12.927544,1.58,-0.0005,-1.143e-05
12.927544,-1.5,-0.0005,-1.143e-05
13.032262,1.58,-0.002,-1.143e-05
13.032262,-1.5,-0.002,-1.143e-05
13.142778,1.58,-0.002,-1.143e-05
13.142778,-1.5,-0.002,-1.143e-05
13.25255,1.58,-0.001,-1.143e-05
13.25255,-1.52,-0.001,-1.143e-05
13.366508,1.58,-0.001,-1.143e-05
13.366508,-1.52,-0.001,-1.143e-05
13.482363,1.6,-0.001,-1.143e-05
13.482363,-1.52,-0.001,-1.143e-05
13.598482,1.6,-0.001,-1.143e-05
13.598482,-1.52,-0.001,-1.143e-05
13.711318,1.6,-0.0015,-1.524e-05
13.711318,-1.54,-0.0015,-1.524e-05
13.828258,1.6,-0.0025,-1.524e-05
13.828258,-1.54,-0.0025,-1.524e-05
13.939774,1.58,-0.003,-1.524e-05
13.939774,-1.54,-0.003,-1.524e-05
14.057025,1.58,-0.004,-1.524e-05
14.057025,-1.54,-0.004,-1.524e-05
14.172146,1.56,-0.0045,-1.524e-05
14.172146,-1.54,-0.0045,-1.524e-05
14.287888,1.56,-0.005,-1.905e-05
14.287888,-1.56,-0.005,-1.905e-05
14.410484,1.54,-0.0055,-1.524e-05
14.410484,-1.56,-0.0055,-1.524e-05
14.533023,1.54,-0.0055,-1.143e-05
14.533023,-1.56,-0.0055,-1.143e-05
14.654281,1.52,-0.0055,-3.81e-06
14.654281,-1.56,-0.0055,-3.81e-06
14.77203,1.52,-0.004,0
14.77203,-1.58,-0.004,0
14.89361,1.5,-0.003,3.81e-06
14.89361,-1.58,-0.003,3.81e-06
15.011512,1.5,-0.0025,1.143e-05
15.011512,-1.56,-0.0025,1.143e-05
15.126484,1.5,-0.0015,2.286e-05
15.126484,-1.56,-0.0015,2.286e-05
15.242421,1.5,-0.0015,2.667e-05
15.242421,-1.56,-0.0015,2.667e-05
15.357726,1.5,0,3.81e-05
15.357726,-1.54,0,3.81e-05
15.471409,1.48,0.0015,4.572e-05
15.471409,-1.52,0.0015,4.572e-05
15.58473,1.5,0.0025,4.953e-05
15.58473,-1.52,0.0025,4.953e-05
15.698419,1.52,0.0035,5.334e-05
15.698419,-1.5,0.0035,5.334e-05
15.812241,1.52,0.004,5.334e-05
15.812241,-1.5,0.004,5.334e-05
15.926432,1.56,0.006,5.334e-05
15.926432,-1.48,0.006,5.334e-05
16.040573,1.56,0.0065,4.953e-05
16.040573,-1.48,0.0065,4.953e-05
16.152937,1.58,0.0085,4.572e-05
16.152937,-1.46,0.0085,4.572e-05
16.265566,1.58,0.0095,3.81e-05
16.265566,-1.46,0.0095,3.81e-05
16.379949,1.62,0.0115,2.667e-05
16.379949,-1.46,0.0115,2.667e-05
16.495887,1.64,0.0125,1.905e-05
16.495887,-1.44,0.0125,1.905e-05
16.611348,1.7,0.015,3.81e-06
16.611348,-1.4,0.015,3.81e-06
16.727559,1.72,0.016,0
16.727559,-1.38,0.016,0
16.843725,1.76,0.018,-7.62e-06
16.843725,-1.32,0.018,-7.62e-06
16.957469,1.82,0.0205,-1.143e-05
16.957469,-1.26,0.0205,-1.143e-05
17.074263,1.84,0.021,-7.62e-06
17.074263,-1.22,0.021,-7.62e-06
17.193958,1.88,0.0235,0
17.193958,-1.14,0.0235,0
17.315538,1.92,0.0255,3.81e-06
17.315538,-1.12,0.0255,3.81e-06
17.43457,1.98,0.03,1.143e-05
17.43457,-1.06,0.03,1.143e-05
17.544627,2.06,0.0355,1.143e-05
17.544627,-0.98,0.0355,1.143e-05
17.662857,2.1,0.0375,0
17.662857,-0.94,0.0375,0
17.774074,2.22,0.0415,-3.81e-06
17.774074,-0.84,0.0415,-3.81e-06
17.893678,2.26,0.0425,-7.62e-06
17.893678,-0.78,0.0425,-7.62e-06
18.010461,2.4,0.046,-1.143e-05
18.010461,-0.68,0.046,-1.143e-05
18.13293,2.46,0.047,-7.62e-06
18.13293,-0.62,0.047,-7.62e-06
18.24766,2.6,0.047,-1.524e-05
18.24766,-0.5,0.047,-1.524e-05
18.36194,2.68,0.0475,-1.524e-05
18.36194,-0.44,0.0475,-1.524e-05
18.474831,2.8,0.0475,-3.81e-06
18.474831,-0.32,0.0475,-3.81e-06
18.592455,2.92,0.044,-1.143e-05
18.592455,-0.18,0.044,-1.143e-05
18.706911,2.96,0.044,0
18.706911,-0.12,0.044,0
18.817778,3.1,0.042,3.81e-06
18.817778,-0,0.042,3.81e-06
18.926987,3.16,0.0405,2.286e-05
18.926987,0.06,0.0405,2.286e-05
19.042581,3.26,0.0365,3.429e-05
19.042581,0.16,0.0365,3.429e-05
19.150727,0.18,0.0315,6.096e-05
19.150727,-2.9,0.0315,6.096e-05
19.266694,0.24,0.0295,8.382e-05
19.266694,-2.84,0.0295,8.382e-05
19.375406,0.26,0.0305,9.906e-05
19.375406,-2.82,0.0305,9.906e-05
19.491228,0.36,0.0305,0.00010668
19.491228,-2.72,0.0305,0.00010668
19.610861,0.4,0.03,0.00011049
19.610861,-2.68,0.03,0.00011049
19.73043,0.48,0.0305,0
19.73043,-2.6,0.0305,0
19.84922,0.52,0.0315,-3.048e-05
19.84922,-2.58,0.0315,-3.048e-05
19.961504,0.6,0.029,-3.81e-05
19.961504,-2.5,0.029,-3.81e-05
20.074562,0.64,0.028,-3.81e-05
20.074562,-2.46,0.028,-3.81e-05
20.188432,0.72,0.026,-3.81e-05
20.188432,-2.38,0.026,-3.81e-05
20.301883,0.76,0.026,-4.191e-05
20.301883,-2.32,0.026,-4.191e-05
20.418534,0.82,0.023,-3.81e-05
20.418534,-2.26,0.023,-3.81e-05
20.527174,0.88,0.021,-3.429e-05
20.527174,-2.2,0.021,-3.429e-05
20.639248,0.92,0.0205,-3.429e-05
20.639248,-2.16,0.0205,-3.429e-05
20.745422,0.94,0.02,-3.429e-05
20.745422,-2.14,0.02,-3.429e-05
20.850603,1,0.0175,-3.048e-05
20.850603,-2.08,0.0175,-3.048e-05
20.959477,1.02,0.018,-3.429e-05
20.959477,-2.06,0.018,-3.429e-05
21.06819,1.08,0.016,-3.429e-05
21.06819,-2,0.016,-3.429e-05
21.178537,1.1,0.015,-3.81e-05
21.178537,-1.98,0.015,-3.81e-05
21.290329,1.14,0.013,-3.81e-05
21.290329,-1.94,0.013,-3.81e-05
21.401858,1.16,0.0125,-3.81e-05
21.401858,-1.92,0.0125,-3.81e-05
21.50863,1.2,0.0115,-3.429e-05
21.50863,-1.88,0.0115,-3.429e-05
21.619788,1.2,0.009,-4.191e-05
21.619788,-1.88,0.009,-4.191e-05
21.732295,1.24,0.0095,-3.81e-05
21.732295,-1.84,0.0095,-3.81e-05
21.84748,1.26,0.0095,-3.81e-05
21.84748,-1.82,0.0095,-3.81e-05
21.95709,1.26,0.008,-5.715e-05
21.95709,-1.8,0.008,-5.715e-05
22.067647,1.28,0.0065,-5.334e-05
22.067647,-1.78,0.0065,-5.334e-05
22.178174,1.32,0.006,-4.572e-05
22.178174,-1.88,0.006,-4.572e-05
22.285284,1.32,0.0055,-3.429e-05
22.285284,-1.88,0.0055,-3.429e-05
22.397969,1.34,0.004,-3.429e-05
22.397969,-1.88,0.004,-3.429e-05
22.505498,1.36,0.004,-3.048e-05
22.505498,-1.88,0.004,-3.048e-05
22.612446,1.38,0.0025,-3.048e-05
22.612446,-1.88,0.0025,-3.048e-05
22.718561,1.4,0.0025,-3.048e-05
22.718561,-1.88,0.0025,-3.048e-05
22.825122,1.4,0.003,-2.286e-05
22.825122,-1.66,0.003,-2.286e-05
22.937552,1.42,0.003,-2.286e-05
22.937552,-1.66,0.003,-2.286e-05
23.047042,1.42,0.0025,-1.905e-05
23.047042,-1.64,0.0025,-1.905e-05
23.166348,1.42,0.0025,7.62e-06
23.166348,-1.6,0.0025,7.62e-06
23.282109,1.42,0.003,2.286e-05
23.282109,-1.58,0.003,2.286e-05
23.401638,1.42,0.0035,2.286e-05
23.401638,-1.58,0.0035,2.286e-05
23.522751,1.42,0.0045,0
23.522751,-1.56,0.0045,0
23.643851,1.44,0.005,-3.81e-06
23.643851,-1.56,0.005,-3.81e-06
23.764144,1.46,0.0055,-3.81e-06
23.764144,-1.54,0.0055,-3.81e-06
23.877471,1.46,0.0055,-3.81e-06
23.877471,-1.52,0.0055,-3.81e-06
23.998027,1.48,0.006,-7.62e-06
23.998027,-1.52,0.006,-7.62e-06
24.111767,1.5,0.0065,0
24.111767,-1.48,0.0065,0
24.229485,1.52,0.0065,-7.62e-06
24.229485,-1.48,0.0065,-7.62e-06
24.336803,1.54,0.0055,7.62e-06
24.336803,-1.44,0.0055,7.62e-06
24.451863,1.56,0.005,1.905e-05
24.451863,-1.44,0.005,1.905e-05
24.563586,1.58,0.003,3.429e-05
24.563586,-1.4,0.003,3.429e-05
24.675382,1.6,0.002,4.953e-05
24.675382,-1.38,0.002,4.953e-05
24.785954,1.62,0.001,8.382e-05
24.785954,-1.36,0.001,8.382e-05
24.900465,1.64,0,0.00010287
24.900465,-1.36,0,0.00010287
25.014337,1.68,-0.001,0.00012954
25.014337,-1.34,-0.001,0.00012954
25.136395,1.7,-0.0025,0.00016764
25.136395,-1.36,-0.0025,0.00016764
25.2543,1.7,-0.004,0.00020193
25.2543,-1.36,-0.004,0.00020193
25.372541,1.68,-0.007,0.00025146
25.372541,-1.34,-0.007,0.00025146
25.487188,1.68,-0.009,0.00030861
25.487188,-1.36,-0.009,0.00030861
25.600628,1.66,-0.01,0.00038862
25.600628,-1.42,-0.01,0.00038862
25.714997,1.66,-0.011,0.00043815
25.714997,-1.46,-0.011,0.00043815
25.82654,1.6,-0.0105,0.00052959
25.82654,-1.52,-0.0105,0.00052959
25.938615,1.58,-0.0095,0.0005715
25.938615,-1.54,-0.0095,0.0005715
26.051487,1.58,-0.0095,0.00064389
26.051487,-1.58,-0.0095,0.00064389
26.163689,1.54,-0.0085,0.00068199
26.163689,-1.58,-0.0085,0.00068199
26.272654,1.5,-0.0075,0.000762
26.272654,-1.6,-0.0075,0.000762
26.385339,1.48,-0.0075,0.0008001
26.385339,-1.62,-0.0075,0.0008001
26.495409,1.44,-0.009,0.0008763
26.495409,-1.66,-0.009,0.0008763
26.618301,1.46,-0.008,0.00091059
26.618301,-1.68,-0.008,0.00091059
26.732935,1.44,-0.0085,0.00096393
26.732935,-1.7,-0.0085,0.00096393
26.842152,1.42,-0.008,0.00099441
26.842152,-1.72,-0.008,0.00099441
26.951028,1.4,-0.0065,0.00099822
26.951028,-1.72,-0.0065,0.00099822
27.065606,1.36,-0.005,0.00100584
27.065606,-1.74,-0.005,0.00100584
27.182445,1.34,-0.005,0.0010287
27.182445,-1.74,-0.005,0.0010287
27.299499,1.32,-0.0045,0.00103632
27.299499,-1.76,-0.0045,0.00103632
27.415979,1.32,-0.003,0.00104394
27.415979,-1.78,-0.003,0.00104394
27.532225,1.32,-0.003,0.00106299
27.532225,-1.78,-0.003,0.00106299
27.652122,1.32,-0.0015,0.0010668
27.652122,-1.78,-0.0015,0.0010668
27.77,1.32,0,0.00108966
27.77,-1.78,0,0.00108966
27.885039,1.3,-0.0005,0.0011049
27.885039,-1.82,-0.0005,0.0011049
27.997463,1.28,0,0.00108204
27.997463,-1.82,0,0.00108204
28.119851,1.3,0.0015,0.00094869
28.119851,-1.8,0.0015,0.00094869
28.239645,1.28,0.0045,0.0008382
28.239645,-1.82,0.0045,0.0008382
28.360265,1.26,0.011,0.00060198
28.360265,-1.84,0.011,0.00060198
28.479971,1.28,0.0125,0.00051435
28.479971,-1.82,0.0125,0.00051435
28.607844,1.28,0.0145,0.00036576
28.607844,-1.8,0.0145,0.00036576
28.731287,1.32,0.0145,0.00023622
28.731287,-1.74,0.0145,0.00023622
28.849806,1.34,0.0145,0.00017145
28.849806,-1.7,0.0145,0.00017145
28.968,1.38,0.0155,3.81e-05
28.968,-1.64,0.0155,3.81e-05
29.083082,1.44,0.015,-0.00010668
29.083082,-1.58,0.015,-0.00010668
29.198275,1.48,0.014,-0.00018669
29.198275,-1.54,0.014,-0.00018669
29.313321,1.54,0.011,-0.00030099
29.313321,-1.48,0.011,-0.00030099
29.429247,1.58,0.0095,-0.00036195
29.429247,-1.44,0.0095,-0.00036195
29.548158,1.62,0.007,-0.00046482
29.548158,-1.4,0.007,-0.00046482
29.665591,1.64,0.005,-0.00050292
29.665591,-1.38,0.005,-0.00050292
29.785285,1.68,0.003,-0.00060198
29.785285,-1.34,0.003,-0.00060198
29.89921,1.72,0.0015,-0.00067818
29.89921,-1.3,0.0015,-0.00067818
30.016273,1.74,0.0005,-0.00070104
30.016273,-1.3,0.0005,-0.00070104
30.127002,1.78,-0.0005,-0.00075438
30.127002,-1.28,-0.0005,-0.00075438
30.245579,1.8,-0.0025,-0.00075819
30.245579,-1.26,-0.0025,-0.00075819
30.35729,1.82,-0.0045,-0.00078486
30.35729,-1.26,-0.0045,-0.00078486
30.4746,1.86,-0.0065,-0.00078486
30.4746,-1.26,-0.0065,-0.00078486
30.586322,1.86,-0.0085,-0.00078105
30.586322,-1.24,-0.0085,-0.00078105
30.70715,1.86,-0.0085,-0.00078105
30.70715,-1.22,-0.0085,-0.00078105
30.825067,1.84,-0.0085,-0.00076962
30.825067,-1.22,-0.0085,-0.00076962
30.943744,1.82,-0.0075,-0.00075819
30.943744,-1.22,-0.0075,-0.00075819
31.062217,1.82,-0.0075,-0.00074295
31.062217,-1.24,-0.0075,-0.00074295
31.179028,1.82,-0.0065,-0.00070866
31.179028,-1.24,-0.0065,-0.00070866
31.298095,1.82,-0.006,-0.00067818
31.298095,-1.26,-0.006,-0.00067818
31.413109,1.82,-0.005,-0.00062865
31.413109,-1.28,-0.005,-0.00062865
31.532695,1.8,-0.004,-0.00057912
31.532695,-1.28,-0.004,-0.00057912
31.640454,1.8,-0.0035,-0.00055626
31.640454,-1.3,-0.0035,-0.00055626
31.755799,1.76,-0.0015,-0.00050673
31.755799,-1.3,-0.0015,-0.00050673
31.867779,1.76,0,-0.00048387
31.867779,-1.3,0,-0.00048387
31.976097,1.76,0.001,-0.00044196
31.976097,-1.3,0.001,-0.00044196
32.085878,1.76,0.002,-0.00042672
32.085878,-1.3,0.002,-0.00042672
32.194312,1.8,0.0035,-0.00039243
32.194312,-1.3,0.0035,-0.00039243
32.306078,1.8,0.004,-0.000381
32.306078,-1.28,0.004,-0.000381
32.41504,1.82,0.0065,-0.00035052
32.41504,-1.28,0.0065,-0.00035052
32.527893,1.84,0.0075,-0.0003429
32.527893,-1.28,0.0075,-0.0003429
32.6409,1.86,0.011,-0.00033528
32.6409,-1.28,0.011,-0.00033528
32.757717,1.86,0.012,-0.00033528
32.757717,-1.26,0.012,-0.00033528
32.864177,1.9,0.0125,-0.00032766
32.864177,-1.22,0.0125,-0.00032766
32.976901,1.92,0.0125,-0.00033147
32.976901,-1.22,0.0125,-0.00033147
33.083438,1.94,0.0105,-0.00032766
33.083438,-1.16,0.0105,-0.00032766
33.195803,1.94,0.01,-0.00032766
33.195803,-1.14,0.01,-0.00032766
33.305299,1.98,0.0085,-0.00032766
33.305299,-1.1,0.0085,-0.00032766
33.411757,1.98,0.008,-0.00032385
33.411757,-1.08,0.008,-0.00032385
33.518525,2,0.0065,-0.00032385
33.518525,-1.08,0.0065,-0.00032385
33.625726,2.02,0.006,-0.00032766
33.625726,-1.06,0.006,-0.00032766
33.736162,2.04,0.0055,-0.00032766
33.736162,-1.06,0.0055,-0.00032766
33.844132,2.06,0.0035,-0.00033147
33.844132,-1.04,0.0035,-0.00033147
33.952438,2.06,0.0025,-0.00033528
33.952438,-1.04,0.0025,-0.00033528
34.060028,2.06,0.001,-0.00033909
34.060028,-1.02,0.001,-0.00033909
34.169302,2.08,0,-0.0003429
34.169302,-1.02,0,-0.0003429
34.277013,2.06,-0.001,-0.00035052
34.277013,-1.02,-0.001,-0.00035052
34.383152,2.06,-0.0015,-0.00035433
34.383152,-1.02,-0.0015,-0.00035433
34.494735,2.06,-0.0015,-0.00035814
34.494735,-1.04,-0.0015,-0.00035814
34.599439,2.06,-0.002,-0.00036576
34.599439,-1.04,-0.002,-0.00036576
34.706372,2.04,-0.003,-0.00037338
34.706372,-1.02,-0.003,-0.00037338
34.813668,2.04,-0.003,-0.00037719
34.813668,-1.02,-0.003,-0.00037719
34.920298,2.04,-0.0035,-0.00038481
34.920298,-1.02,-0.0035,-0.00038481
35.025122,2.02,-0.0045,-0.00039243
35.025122,-1.02,-0.0045,-0.00039243
35.130722,2.02,-0.0045,-0.00039624
35.130722,-1.02,-0.0045,-0.00039624
35.235333,2,-0.005,-0.00040386
35.235333,-1.02,-0.005,-0.00040386
35.338217,2,-0.0055,-0.00040767
35.338217,-1,-0.0055,-0.00040767
35.44624,2,-0.006,-0.00041148
35.44624,-1,-0.006,-0.00041148
35.554361,1.98,-0.0065,-0.0004191
35.554361,-1,-0.0065,-0.0004191
35.656728,1.96,-0.006,-0.00042291
35.656728,-1.02,-0.006,-0.00042291
35.763649,1.94,-0.005,-0.00043434
35.763649,-1.06,-0.005,-0.00043434
35.867986,1.94,-0.0045,-0.00043815
35.867986,-1.06,-0.0045,-0.00043815
35.972615,1.94,-0.0055,-0.00044577
35.972615,-1.06,-0.0055,-0.00044577
36.079886,1.94,-0.0055,-0.00045339
36.079886,-1.08,-0.0055,-0.00045339
36.183498,1.94,-0.0055,-0.00046101
36.183498,-1.08,-0.0055,-0.00046101
36.290026,1.94,-0.0055,-0.00047244
36.290026,-1.08,-0.0055,-0.00047244
36.39694,1.92,-0.0055,-0.00048006
36.39694,-1.1,-0.0055,-0.00048006
36.500538,1.92,-0.0035,-0.00048768
36.500538,-1.14,-0.0035,-0.00048768
36.609876,1.94,-0.0025,-0.00049149
36.609876,-1.16,-0.0025,-0.00049149
36.715463,1.94,-0.0015,-0.00050673
36.715463,-1.18,-0.0015,-0.00050673
36.820806,1.94,-0.001,-0.00051054
36.820806,-1.18,-0.001,-0.00051054
36.926022,1.96,-0.001,-0.00051816
36.926022,-1.16,-0.001,-0.00051816
37.030931,1.94,-0.001,-0.00052959
37.030931,-1.16,-0.001,-0.00052959
37.133842,1.96,-0.001,-0.0005334
37.133842,-1.16,-0.001,-0.0005334
37.240066,1.94,-0.0015,-0.00054102
37.240066,-1.14,-0.0015,-0.00054102
37.343941,1.96,-0.0015,-0.00054102
37.343941,-1.14,-0.0015,-0.00054102
37.450031,1.94,-0.0025,-0.00054483
37.450031,-1.12,-0.0025,-0.00054483
37.556236,1.94,-0.003,-0.00054483
