timestamp, coeff0, coeff1, coeff2
83.072029,-1.82,0.0005,-0.00013716
83.178186,1.5,0.001,-0.00014478
83.178186,-1.82,0.001,-0.00014478
83.277317,1.5,0.0015,-0.0001524
83.277317,-1.82,0.0015,-0.0001524
83.379516,1.48,0,-0.00016764
83.379516,-1.78,0,-0.00016764
83.483168,1.48,0,-0.00016764
83.483168,-1.78,0,-0.00016764
83.586474,1.48,0.0005,-0.00016764
83.586474,-1.8,0.0005,-0.00016764
83.688408,1.48,0.0015,-0.00018288
83.688408,-1.78,0.0015,-0.00018288
83.795294,1.5,0.0025,-0.00019431
83.795294,-1.78,0.0025,-0.00019431
83.900888,1.52,0.002,-0.00020193
83.900888,-1.78,0.002,-0.00020193
84.003546,1.54,0.0015,-0.00020193
84.003546,-1.78,0.0015,-0.00020193
84.104669,1.54,0.0015,-0.00020574
84.104669,-1.78,0.0015,-0.00020574
84.202317,1.52,0.0005,-0.00020574
84.202317,-1.76,0.0005,-0.00020574
84.304427,1.5,0.001,-0.00020193
84.304427,-1.76,0.001,-0.00020193
84.406735,1.5,0.001,-0.00019812
84.406735,-1.76,0.001,-0.00019812
84.50898,1.52,0.0015,-0.00020193
84.50898,-1.76,0.0015,-0.00020193
84.61697,1.52,0.002,-0.00020574
84.61697,-1.76,0.002,-0.00020574
84.716623,1.54,0.001,-0.00020574
84.716623,-1.78,0.001,-0.00020574
84.813244,1.54,0.0005,-0.00020574
84.813244,-1.76,0.0005,-0.00020574
84.912892,1.54,0.0005,-0.00020574
84.912892,-1.76,0.0005,-0.00020574
85.014524,1.54,0,-0.00020574
85.014524,-1.76,0,-0.00020574
85.118433,1.52,0,-0.00020193
85.118433,-1.76,0,-0.00020193
85.226459,1.54,0,-0.00019812
85.226459,-1.76,0,-0.00019812
85.32887,1.54,-0.0005,-0.00018669
85.32887,-1.76,-0.0005,-0.00018669
85.435307,1.54,-0.0005,-0.00017907
85.435307,-1.76,-0.0005,-0.00017907
85.539422,1.52,-0.0015,-0.00017145
85.539422,-1.76,-0.0015,-0.00017145
85.641325,1.52,-0.002,-0.00016764
85.641325,-1.76,-0.002,-0.00016764
85.745953,1.52,-0.002,-0.00016383
85.745953,-1.76,-0.002,-0.00016383
85.850285,1.52,-0.002,-0.00016383
85.850285,-1.76,-0.002,-0.00016383
85.954823,1.52,-0.0025,-0.00016002
85.954823,-1.76,-0.0025,-0.00016002
86.061616,1.52,-0.0025,-0.00016002
86.061616,-1.76,-0.0025,-0.00016002
86.1706,1.52,-0.003,-0.00015621
86.1706,-1.76,-0.003,-0.00015621
86.276816,1.52,-0.0025,-0.0001524
86.276816,-1.76,-0.0025,-0.0001524
86.380234,1.52,-0.0025,-0.00014478
86.380234,-1.78,-0.0025,-0.00014478
86.48443,1.5,-0.002,-0.00014478
86.48443,-1.78,-0.002,-0.00014478
86.589596,1.5,-0.0015,-0.00014859
86.589596,-1.78,-0.0015,-0.00014859
86.694734,1.5,-0.001,-0.00014859
86.694734,-1.78,-0.001,-0.00014859
86.802065,1.5,0,-0.0001524
86.802065,-1.78,0,-0.0001524
86.908475,1.5,0.001,-0.00016764
86.908475,-1.8,0.001,-0.00016764
87.015424,1.52,0.0015,-0.00017145
87.015424,-1.8,0.0015,-0.00017145
87.116611,1.54,0.0015,-0.00017526
87.116611,-1.8,0.0015,-0.00017526
87.219897,1.54,0.0015,-0.00017526
87.219897,-1.78,0.0015,-0.00017526
87.323989,1.54,0.0025,-0.00017145
87.323989,-1.76,0.0025,-0.00017145
87.428654,1.54,0.0025,-0.00017145
87.428654,-1.76,0.0025,-0.00017145
87.535794,1.56,0.003,-0.00017145
87.535794,-1.76,0.003,-0.00017145
87.644149,1.58,0.003,-0.00017526
87.644149,-1.74,0.003,-0.00017526
87.75217,1.58,0.0025,-0.00017145
87.75217,-1.74,0.0025,-0.00017145
87.85822,1.6,0.0025,-0.00017145
87.85822,-1.74,0.0025,-0.00017145
87.962833,1.62,0.0025,-0.00017145
87.962833,-1.72,0.0025,-0.00017145
88.067532,1.64,0.002,-0.00017145
88.067532,-1.72,0.002,-0.00017145
88.170659,1.64,0.0015,-0.00017145
88.170659,-1.72,0.0015,-0.00017145
88.279702,1.64,0.001,-0.00017526
88.279702,-1.7,0.001,-0.00017526
88.389789,1.64,0.001,-0.00017526
88.389789,-1.68,0.001,-0.00017526
88.504609,1.64,0.001,-0.00017526
88.504609,-1.68,0.001,-0.00017526
88.613997,1.64,0.0015,-0.00017145
88.613997,-1.66,0.0015,-0.00017145
88.7213,1.66,0.002,-0.00017145
88.7213,-1.66,0.002,-0.00017145
88.824965,1.66,0.003,-0.00016764
88.824965,-1.66,0.003,-0.00016764
88.928688,1.68,0.003,-0.00016383
88.928688,-1.66,0.003,-0.00016383
89.037083,1.7,0.004,-0.00016764
89.037083,-1.64,0.004,-0.00016764
89.139683,1.72,0.004,-0.00016764
89.139683,-1.62,0.004,-0.00016764
89.247751,1.74,0.004,-0.00016764
89.247751,-1.6,0.004,-0.00016764
89.355291,1.72,0.004,-0.00017145
89.355291,-1.6,0.004,-0.00017145
89.459803,1.74,0.004,-0.00017526
89.459803,-1.58,0.004,-0.00017526
89.56492,1.76,0.004,-0.00017145
89.56492,-1.56,0.004,-0.00017145
89.667368,1.76,0.004,-0.00017145
89.667368,-1.56,0.004,-0.00017145
89.774674,1.8,0.004,-0.00017145
89.774674,-1.56,0.004,-0.00017145
89.879919,1.82,0.004,-0.00016383
89.879919,-1.54,0.004,-0.00016383
89.9901,1.82,0.003,-0.00015621
89.9901,-1.54,0.003,-0.00015621
90.098888,1.82,0.003,-0.0001524
90.098888,-1.54,0.003,-0.0001524
90.201976,1.82,0.003,-0.00014859
90.201976,-1.52,0.003,-0.00014859
90.306483,1.82,0.0015,-0.0001524
90.306483,-1.5,0.0015,-0.0001524
90.410973,1.82,0.0005,-0.00014859
90.410973,-1.5,0.0005,-0.00014859
90.515936,1.82,0.002,-0.00012954
90.515936,-1.52,0.002,-0.00012954
90.620314,1.84,0.001,-0.00013335
90.620314,-1.5,0.001,-0.00013335
90.726732,1.84,0.0005,-0.00013335
90.726732,-1.5,0.0005,-0.00013335
90.831154,1.86,0,-0.00012954
90.831154,-1.5,0,-0.00012954
90.936268,1.86,0,-0.00012573
90.936268,-1.5,0,-0.00012573
91.038692,1.86,0,-0.00012573
91.038692,-1.48,0,-0.00012573
91.14126,1.86,0,-0.00012573
91.14126,-1.48,0,-0.00012573
91.242716,1.86,0,-0.00012954
91.242716,-1.48,0,-0.00012954
91.3458,1.84,0.0005,-0.00012192
91.3458,-1.46,0.0005,-0.00012192
91.449207,1.84,0,-0.00012192
91.449207,-1.46,0,-0.00012192
91.554995,1.84,0,-0.00011049
91.554995,-1.46,0,-0.00011049
91.660721,1.86,0,-0.00010668
91.660721,-1.46,0,-0.00010668
91.765347,1.86,0.0005,-9.906e-05
91.765347,-1.46,0.0005,-9.906e-05
91.86787,1.86,0.001,-9.144e-05
91.86787,-1.46,0.001,-9.144e-05
91.97016,1.88,0.001,-9.525e-05
91.97016,-1.44,0.001,-9.525e-05
92.07502,1.88,0.001,-9.144e-05
92.07502,-1.44,0.001,-9.144e-05
92.180026,1.88,0.0005,-9.144e-05
92.180026,-1.44,0.0005,-9.144e-05
92.287185,1.9,0,-8.763e-05
92.287185,-1.44,0,-8.763e-05
92.393776,1.9,-0.0005,-8.001e-05
92.393776,-1.42,-0.0005,-8.001e-05
92.50166,1.9,-0.0005,-8.382e-05
92.50166,-1.42,-0.0005,-8.382e-05
92.602813,1.9,0,-8.763e-05
92.602813,-1.42,0,-8.763e-05
92.70274,1.9,0,-9.144e-05
92.70274,-1.42,0,-9.144e-05
92.804623,1.9,-0.0005,-9.144e-05
92.804623,-1.42,-0.0005,-9.144e-05
92.909127,1.92,-0.001,-9.525e-05
92.909127,-1.42,-0.001,-9.525e-05
93.010474,1.92,-0.0015,-9.525e-05
93.010474,-1.42,-0.0015,-9.525e-05
93.118035,1.92,-0.002,-9.906e-05
93.118035,-1.42,-0.002,-9.906e-05
93.222159,1.9,-0.0025,-0.00010287
93.222159,-1.42,-0.0025,-0.00010287
93.326719,1.9,-0.003,-9.525e-05
93.326719,-1.42,-0.003,-9.525e-05
93.42818,1.88,-0.0035,-9.525e-05
93.42818,-1.42,-0.0035,-9.525e-05
93.531486,1.88,-0.0035,-9.525e-05
93.531486,-1.44,-0.0035,-9.525e-05
93.634682,1.88,-0.004,-9.525e-05
93.634682,-1.44,-0.004,-9.525e-05
93.743803,1.86,-0.0045,-9.525e-05
93.743803,-1.46,-0.0045,-9.525e-05
93.847829,1.86,-0.005,-9.525e-05
93.847829,-1.46,-0.005,-9.525e-05
93.952579,1.84,-0.005,-9.906e-05
93.952579,-1.48,-0.005,-9.906e-05
94.055903,1.84,-0.005,-9.906e-05
94.055903,-1.48,-0.005,-9.906e-05
94.160673,1.82,-0.005,-9.906e-05
94.160673,-1.5,-0.005,-9.906e-05
94.263236,1.8,-0.005,-9.906e-05
94.263236,-1.5,-0.005,-9.906e-05
94.36662,1.8,-0.005,-9.906e-05
94.36662,-1.52,-0.005,-9.906e-05
94.469804,1.8,-0.004,-9.906e-05
94.469804,-1.54,-0.004,-9.906e-05
94.57269,1.78,-0.0035,-9.906e-05
94.57269,-1.54,-0.0035,-9.906e-05
94.679446,1.8,-0.0025,-0.00010287
94.679446,-1.56,-0.0025,-0.00010287
94.78406,1.78,-0.002,-0.00010668
94.78406,-1.54,-0.002,-0.00010668
94.887407,1.78,-0.001,-0.00010668
94.887407,-1.56,-0.001,-0.00010668
94.991242,1.78,0,-0.00010668
94.991242,-1.56,0,-0.00010668
95.092278,1.78,0,-0.00010668
95.092278,-1.54,0,-0.00010668
95.194085,1.78,0.0005,-0.00010668
95.194085,-1.54,0.0005,-0.00010668
95.296226,1.78,0.001,-0.00011049
95.296226,-1.54,0.001,-0.00011049
95.402346,1.8,0.001,-0.00011049
95.402346,-1.54,0.001,-0.00011049
95.506683,1.8,0.0015,-0.00011049
95.506683,-1.52,0.0015,-0.00011049
95.613422,1.8,0.0015,-0.00010668
95.613422,-1.52,0.0015,-0.00010668
95.715325,1.8,0.0015,-0.00010668
95.715325,-1.5,0.0015,-0.00010668
95.819556,1.82,0.0015,-0.00010287
95.819556,-1.5,0.0015,-0.00010287
95.92254,1.82,0.0015,-0.00010287
95.92254,-1.5,0.0015,-0.00010287
96.030149,1.82,0.001,-9.906e-05
96.030149,-1.5,0.001,-9.906e-05
96.132036,1.84,0.0005,-9.906e-05
96.132036,-1.5,0.0005,-9.906e-05
96.239717,1.84,0,-9.906e-05
96.239717,-1.5,0,-9.906e-05
96.343835,1.84,0,-9.906e-05
96.343835,-1.5,0,-9.906e-05
96.448573,1.84,-0.0005,-9.525e-05
96.448573,-1.5,-0.0005,-9.525e-05
96.550926,1.84,-0.001,-9.144e-05
96.550926,-1.5,-0.001,-9.144e-05
96.65387,1.82,-0.0015,-9.144e-05
96.65387,-1.5,-0.0015,-9.144e-05
96.75519,1.82,-0.002,-8.763e-05
96.75519,-1.5,-0.002,-8.763e-05
96.862927,1.82,-0.0025,-9.144e-05
96.862927,-1.5,-0.0025,-9.144e-05
96.967136,1.82,-0.0025,-9.144e-05
96.967136,-1.52,-0.0025,-9.144e-05
97.073612,1.8,-0.003,-9.144e-05
97.073612,-1.52,-0.003,-9.144e-05
97.183289,1.8,-0.0035,-9.525e-05
97.183289,-1.52,-0.0035,-9.525e-05
97.288075,1.8,-0.004,-9.525e-05
97.288075,-1.52,-0.004,-9.525e-05
97.395338,1.78,-0.004,-9.525e-05
97.395338,-1.52,-0.004,-9.525e-05
97.498095,1.78,-0.0045,-9.906e-05
97.498095,-1.54,-0.0045,-9.906e-05
97.603031,1.76,-0.0045,-9.906e-05
97.603031,-1.54,-0.0045,-9.906e-05
97.707775,1.76,-0.005,-9.906e-05
97.707775,-1.56,-0.005,-9.906e-05
97.813912,1.76,-0.005,-9.906e-05
97.813912,-1.58,-0.005,-9.906e-05
97.921979,1.76,-0.005,-9.906e-05
97.921979,-1.58,-0.005,-9.906e-05
98.024293,1.74,-0.005,-9.525e-05
98.024293,-1.6,-0.005,-9.525e-05
98.12575,1.72,-0.005,-9.525e-05
98.12575,-1.6,-0.005,-9.525e-05
98.231087,1.72,-0.005,-9.525e-05
98.231087,-1.62,-0.005,-9.525e-05
98.330517,1.7,-0.0045,-9.525e-05
98.330517,-1.64,-0.0045,-9.525e-05
98.43231,1.68,-0.0045,-9.906e-05
98.43231,-1.64,-0.0045,-9.906e-05
98.537142,1.66,-0.0045,-9.906e-05
98.537142,-1.64,-0.0045,-9.906e-05
98.643792,1.64,-0.0045,-9.906e-05
98.643792,-1.64,-0.0045,-9.906e-05
98.75156,1.64,-0.0045,-9.906e-05
98.75156,-1.64,-0.0045,-9.906e-05
98.853237,1.64,-0.005,-9.906e-05
98.853237,-1.66,-0.005,-9.906e-05
98.95444,1.62,-0.0055,-9.525e-05
98.95444,-1.66,-0.0055,-9.525e-05
99.05744,1.62,-0.005,-9.525e-05
99.05744,-1.68,-0.005,-9.525e-05
99.159957,1.6,-0.005,-9.144e-05
99.159957,-1.7,-0.005,-9.144e-05
99.262529,1.6,-0.0045,-9.144e-05
99.262529,-1.7,-0.0045,-9.144e-05
99.367514,1.58,-0.004,-9.144e-05
99.367514,-1.72,-0.004,-9.144e-05
99.473202,1.58,-0.0035,-9.525e-05
99.473202,-1.74,-0.0035,-9.525e-05
99.576477,1.58,-0.003,-9.906e-05
99.576477,-1.74,-0.003,-9.906e-05
99.673942,1.58,-0.0025,-9.906e-05
99.673942,-1.74,-0.0025,-9.906e-05
99.774047,1.58,-0.0015,-9.906e-05
99.774047,-1.74,-0.0015,-9.906e-05
99.872505,1.58,-0.0005,-9.906e-05
99.872505,-1.74,-0.0005,-9.906e-05
99.972923,1.58,0,-9.906e-05
99.972923,-1.74,0,-9.906e-05
100.075652,1.58,0,-9.906e-05
100.075652,-1.74,0,-9.906e-05
100.181127,1.6,0.0005,-9.525e-05
100.181127,-1.74,0.0005,-9.525e-05
100.285375,1.6,0.0005,-9.144e-05
100.285375,-1.74,0.0005,-9.144e-05
100.389541,1.58,0.0005,-8.763e-05
100.389541,-1.72,0.0005,-8.763e-05
100.490752,1.58,0.0005,-8.382e-05
100.490752,-1.72,0.0005,-8.382e-05
100.592909,1.58,0.0005,-8.382e-05
100.592909,-1.72,0.0005,-8.382e-05
100.693973,1.6,0.001,-8.001e-05
100.693973,-1.72,0.001,-8.001e-05
100.799059,1.6,0.001,-7.62e-05
100.799059,-1.72,0.001,-7.62e-05
100.902784,1.6,0.001,-7.62e-05
100.902784,-1.72,0.001,-7.62e-05
101.009397,1.62,0.001,-7.239e-05
101.009397,-1.72,0.001,-7.239e-05
101.111853,1.62,0.001,-7.239e-05
101.111853,-1.72,0.001,-7.239e-05
101.209977,1.62,0.0005,-7.239e-05
101.209977,-1.72,0.0005,-7.239e-05
101.308072,1.62,0,-7.239e-05
101.308072,-1.7,0,-7.239e-05
101.408501,1.62,0,-6.858e-05
101.408501,-1.72,0,-6.858e-05
101.508247,1.64,-0.0015,-6.477e-05
101.508247,-1.72,-0.0015,-6.477e-05
101.61405,1.64,-0.002,-6.477e-05
101.61405,-1.72,-0.002,-6.477e-05
101.72128,1.64,-0.0025,-6.096e-05
101.72128,-1.7,-0.0025,-6.096e-05
101.828636,1.62,-0.003,-5.715e-05
101.828636,-1.7,-0.003,-5.715e-05
101.933016,1.62,-0.0035,-5.715e-05
101.933016,-1.7,-0.0035,-5.715e-05
102.034393,1.6,-0.005,-4.953e-05
102.034393,-1.72,-0.005,-4.953e-05
102.135712,1.6,-0.0045,-4.953e-05
102.135712,-1.72,-0.0045,-4.953e-05
102.23856,1.58,-0.0045,-4.953e-05
102.23856,-1.72,-0.0045,-4.953e-05
102.338037,1.56,-0.0045,-4.572e-05
102.338037,-1.72,-0.0045,-4.572e-05
102.442094,1.56,-0.0045,-4.191e-05
102.442094,-1.72,-0.0045,-4.191e-05
102.551962,1.54,-0.005,-3.81e-05
102.551962,-1.72,-0.005,-3.81e-05
102.658669,1.54,-0.005,-3.048e-05
102.658669,-1.72,-0.005,-3.048e-05
102.763672,1.52,-0.005,-3.048e-05
102.763672,-1.74,-0.005,-3.048e-05
102.868301,1.5,-0.005,-3.048e-05
102.868301,-1.76,-0.005,-3.048e-05
102.972343,1.5,-0.0055,-3.048e-05
102.972343,-1.76,-0.0055,-3.048e-05
103.078173,1.48,-0.0055,-3.048e-05
103.078173,-1.76,-0.0055,-3.048e-05
103.180122,1.48,-0.0055,-3.048e-05
103.180122,-1.76,-0.0055,-3.048e-05
103.289982,1.48,-0.0055,-3.048e-05
103.289982,-1.78,-0.0055,-3.048e-05
103.397561,1.48,-0.0055,-3.048e-05
103.397561,-1.8,-0.0055,-3.048e-05
103.504412,1.46,-0.005,-3.429e-05
103.504412,-1.82,-0.005,-3.429e-05
103.607057,1.46,-0.0045,-3.81e-05
103.607057,-1.84,-0.0045,-3.81e-05
103.709304,1.44,-0.0045,-3.81e-05
103.709304,-1.84,-0.0045,-3.81e-05
103.813457,1.42,-0.004,-4.191e-05
103.813457,-1.84,-0.004,-4.191e-05
103.918518,1.42,-0.004,-4.191e-05
103.918518,-1.86,-0.004,-4.191e-05
104.023137,1.42,-0.004,-4.572e-05
104.023137,-1.86,-0.004,-4.572e-05
104.126861,1.42,-0.004,-5.334e-05
104.126861,-1.86,-0.004,-5.334e-05
104.230441,1.42,-0.0045,-5.334e-05
104.230441,-1.88,-0.0045,-5.334e-05
104.33196,1.38,-0.004,-5.334e-05
104.33196,-1.88,-0.004,-5.334e-05
104.434766,1.38,-0.004,-5.334e-05
104.434766,-1.9,-0.004,-5.334e-05
104.537622,1.36,-0.004,-5.334e-05
104.537622,-1.9,-0.004,-5.334e-05
104.639785,1.34,-0.0035,-5.334e-05
104.639785,-1.9,-0.0035,-5.334e-05
104.743872,1.34,-0.0035,-5.334e-05
104.743872,-1.92,-0.0035,-5.334e-05
104.85078,1.32,-0.0025,-5.334e-05
104.85078,-1.92,-0.0025,-5.334e-05
104.952633,1.32,-0.0025,-5.334e-05
104.952633,-1.94,-0.0025,-5.334e-05
105.057414,1.32,-0.002,-5.334e-05
105.057414,-1.94,-0.002,-5.334e-05
105.157173,1.32,-0.0015,-5.334e-05
105.157173,-1.96,-0.0015,-5.334e-05
105.259077,1.32,-0.001,-5.334e-05
105.259077,-1.96,-0.001,-5.334e-05
105.36354,1.32,-0.001,-5.715e-05
105.36354,-1.96,-0.001,-5.715e-05
105.466984,1.32,-0.0005,-6.096e-05
105.466984,-1.98,-0.0005,-6.096e-05
105.573777,1.32,0,-6.858e-05
105.573777,-1.98,0,-6.858e-05
105.679975,1.32,0,-7.239e-05
105.679975,-1.96,0,-7.239e-05
105.785968,1.32,0,-7.62e-05
105.785968,-1.96,0,-7.62e-05
105.893154,1.32,0,-8.001e-05
105.893154,-1.94,0,-8.001e-05
105.998329,1.32,0,-8.001e-05
105.998329,-1.94,0,-8.001e-05
106.106329,1.32,0,-8.382e-05
106.106329,-1.94,0,-8.382e-05
106.215226,1.32,0,-8.382e-05
106.215226,-1.94,0,-8.382e-05
106.326029,1.32,0,-8.382e-05
106.326029,-1.94,0,-8.382e-05
106.435303,1.32,-0.0005,-8.382e-05
106.435303,-1.94,-0.0005,-8.382e-05
106.544272,1.34,-0.0005,-8.382e-05
106.544272,-1.94,-0.0005,-8.382e-05
106.652277,1.32,-0.0005,-8.001e-05
106.652277,-1.96,-0.0005,-8.001e-05
106.759281,1.32,-0.0005,-7.62e-05
106.759281,-1.98,-0.0005,-7.62e-05
106.868494,1.34,0,-7.62e-05
106.868494,-1.98,0,-7.62e-05
106.977406,1.34,0,-8.001e-05
106.977406,-2,0,-8.001e-05
107.085507,1.34,0,-7.62e-05
107.085507,-1.98,0,-7.62e-05
107.193164,1.34,0,-7.62e-05
107.193164,-1.98,0,-7.62e-05
107.29775,1.34,-0.0005,-8.001e-05
107.29775,-1.98,-0.0005,-8.001e-05
107.405317,1.34,-0.0005,-7.239e-05
107.405317,-1.98,-0.0005,-7.239e-05
107.511816,1.32,-0.0005,-6.858e-05
107.511816,-1.98,-0.0005,-6.858e-05
107.619564,1.32,-0.0005,-6.477e-05
107.619564,-1.98,-0.0005,-6.477e-05
107.732918,1.32,-0.0005,-6.096e-05
107.732918,-2,-0.0005,-6.096e-05
107.842357,1.32,-0.0005,-5.715e-05
107.842357,-2,-0.0005,-5.715e-05
107.953907,1.32,0,-5.334e-05
107.953907,-2,0,-5.334e-05
108.060718,1.32,0,-4.953e-05
108.060718,-2,0,-4.953e-05
108.171243,1.32,0.0005,-4.191e-05
108.171243,-2,0.0005,-4.191e-05
108.282452,1.32,0.001,-3.81e-05
108.282452,-2,0.001,-3.81e-05
108.393516,1.32,0.0015,-3.429e-05
108.393516,-2,0.0015,-3.429e-05
108.502769,1.32,0.0025,-3.048e-05
108.502769,-1.98,0.0025,-3.048e-05
108.611177,1.32,0.0025,-3.048e-05
108.611177,-1.98,0.0025,-3.048e-05
108.717016,1.34,0.002,-2.667e-05
108.717016,-1.96,0.002,-2.667e-05
108.822514,1.36,0.0025,-2.286e-05
108.822514,-1.96,0.0025,-2.286e-05
108.927285,1.36,0.0025,-2.286e-05
108.927285,-1.94,0.0025,-2.286e-05
109.032704,1.38,0.003,-1.524e-05
109.032704,-1.94,0.003,-1.524e-05
109.137655,1.38,0.003,-1.524e-05
109.137655,-1.92,0.003,-1.524e-05
109.246616,1.4,0.0025,-1.143e-05
109.246616,-1.92,0.0025,-1.143e-05
109.357409,1.42,0.0025,-1.143e-05
109.357409,-1.9,0.0025,-1.143e-05
109.463012,1.42,0.0025,-7.62e-06
109.463012,-1.9,0.0025,-7.62e-06
109.568419,1.42,0.0025,-7.62e-06
109.568419,-1.88,0.0025,-7.62e-06
109.671957,1.42,0.002,-3.81e-06
109.671957,-1.88,0.002,-3.81e-06
109.77837,1.44,0.0015,0
109.77837,-1.86,0.0015,0
109.881902,1.44,0.001,3.81e-06
109.881902,-1.86,0.001,3.81e-06
109.989747,1.44,0,3.81e-06
109.989747,-1.84,0,3.81e-06
110.096276,1.46,0,3.81e-06
110.096276,-1.84,0,3.81e-06
110.202798,1.46,0.0005,7.62e-06
110.202798,-1.84,0.0005,7.62e-06
110.30568,1.48,0.0005,7.62e-06
110.30568,-1.84,0.0005,7.62e-06
110.406362,1.48,0.0005,7.62e-06
110.406362,-1.82,0.0005,7.62e-06
110.510867,1.48,0.0005,7.62e-06
110.510867,-1.82,0.0005,7.62e-06
110.618226,1.48,0.0005,7.62e-06
110.618226,-1.8,0.0005,7.62e-06
110.731944,1.5,0.0005,1.143e-05
110.731944,-1.8,0.0005,1.143e-05
110.841341,1.5,0.0005,1.143e-05
110.841341,-1.8,0.0005,1.143e-05
110.949567,1.52,0,1.143e-05
110.949567,-1.8,0,1.143e-05
111.058968,1.52,0,1.143e-05
111.058968,-1.8,0,1.143e-05
111.16997,1.52,0,7.62e-06
111.16997,-1.8,0,7.62e-06
111.276448,1.52,0,7.62e-06
111.276448,-1.8,0,7.62e-06
111.382,1.52,0,7.62e-06
111.382,-1.78,0,7.62e-06
111.490155,1.54,0,7.62e-06
111.490155,-1.78,0,7.62e-06
111.599326,1.54,0,3.81e-06
111.599326,-1.8,0,3.81e-06
111.704192,1.58,0,0
111.704192,-1.82,0,0
111.809449,1.58,0,0
111.809449,-1.82,0,0
111.914235,1.58,0,0
111.914235,-1.8,0,0
112.018802,1.54,0,-3.81e-06
112.018802,-1.76,0,-3.81e-06
112.125733,1.54,0,-3.81e-06
112.125733,-1.76,0,-3.81e-06
112.236645,1.56,0,-1.143e-05
112.236645,-1.78,0,-1.143e-05
112.348049,1.56,-0.0005,-1.524e-05
112.348049,-1.76,-0.0005,-1.524e-05
112.452544,1.54,-0.001,-1.905e-05
112.452544,-1.76,-0.001,-1.905e-05
112.554521,1.54,-0.001,-1.905e-05
112.554521,-1.76,-0.001,-1.905e-05
112.653092,1.56,-0.004,-4.572e-05
112.653092,-1.76,-0.004,-4.572e-05
112.755761,1.56,-0.0035,-4.191e-05
112.755761,-1.8,-0.0035,-4.191e-05
112.861021,1.54,-0.003,-4.572e-05
112.861021,-1.8,-0.003,-4.572e-05
112.969248,1.52,-0.002,-4.572e-05
112.969248,-1.78,-0.002,-4.572e-05
113.075971,1.5,-0.003,-4.572e-05
113.075971,-1.78,-0.003,-4.572e-05
113.182259,1.48,-0.004,-4.191e-05
113.182259,-1.8,-0.004,-4.191e-05
113.285317,1.48,-0.0045,-4.191e-05
113.285317,-1.8,-0.0045,-4.191e-05
113.387425,1.46,-0.005,-3.81e-05
113.387425,-1.82,-0.005,-3.81e-05
113.489443,1.46,-0.005,-3.81e-05
113.489443,-1.86,-0.005,-3.81e-05
113.592163,1.44,-0.0045,-3.81e-05
113.592163,-1.86,-0.0045,-3.81e-05
113.69934,1.44,-0.0045,-3.048e-05
113.69934,-1.88,-0.0045,-3.048e-05
113.808889,1.42,-0.0045,-2.667e-05
113.808889,-1.88,-0.0045,-2.667e-05
113.914691,1.42,-0.0045,-1.905e-05
113.914691,-1.88,-0.0045,-1.905e-05
114.016277,1.4,-0.004,-1.905e-05
114.016277,-1.9,-0.004,-1.905e-05
114.115141,1.4,-0.0035,-1.524e-05
114.115141,-1.9,-0.0035,-1.524e-05
114.216447,1.38,-0.0025,-1.905e-05
114.216447,-1.9,-0.0025,-1.905e-05
114.320048,1.36,-0.002,-1.524e-05
114.320048,-1.9,-0.002,-1.524e-05
114.423385,1.36,-0.0015,-1.143e-05
114.423385,-1.9,-0.0015,-1.143e-05
114.529839,1.36,-0.001,0
114.529839,-1.9,-0.001,0
114.635046,1.36,-0.001,0
114.635046,-1.9,-0.001,0
114.73933,1.36,0,7.62e-06
114.73933,-1.9,0,7.62e-06
114.842408,1.36,0,0
114.842408,-1.9,0,0
114.943992,1.38,0,0
114.943992,-1.9,0,0
115.046233,1.4,0,0
115.046233,-1.9,0,0
115.149677,1.4,0,0
115.149677,-1.9,0,0
115.258024,1.42,0,3.81e-06
115.258024,-1.92,0,3.81e-06
115.364516,1.4,0,0
115.364516,-1.92,0,0
115.468466,1.4,0,0
115.468466,-1.92,0,0
115.569043,1.4,-0.001,0
115.569043,-1.92,-0.001,0
115.672926,1.4,-0.0015,0
115.672926,-1.92,-0.0015,0
115.775674,1.4,-0.0015,0
115.775674,-1.94,-0.0015,0
115.876547,1.4,-0.0015,0
115.876547,-1.94,-0.0015,0
115.98433,1.38,-0.0015,0
115.98433,-1.94,-0.0015,0
116.091632,1.38,-0.001,-3.81e-06
116.091632,-1.94,-0.001,-3.81e-06
116.197642,1.38,-0.0015,-7.62e-06
116.197642,-1.94,-0.0015,-7.62e-06
116.302031,1.38,-0.0015,-1.143e-05
116.302031,-1.94,-0.0015,-1.143e-05
116.406588,1.38,-0.0015,-1.524e-05
116.406588,-1.94,-0.0015,-1.524e-05
116.511123,1.36,-0.0015,-1.905e-05
116.511123,-1.94,-0.0015,-1.905e-05
116.616518,1.36,-0.001,-2.286e-05
116.616518,-1.94,-0.001,-2.286e-05
116.72439,1.36,-0.001,-2.286e-05
116.72439,-1.94,-0.001,-2.286e-05
116.834281,1.38,-0.0015,-2.286e-05
116.834281,-1.94,-0.0015,-2.286e-05
116.941363,1.36,-0.001,-1.905e-05
116.941363,-1.94,-0.001,-1.905e-05
117.049003,1.36,-0.001,-1.905e-05
117.049003,-1.94,-0.001,-1.905e-05
117.15247,1.36,-0.0015,-1.524e-05
117.15247,-1.94,-0.0015,-1.524e-05
117.259989,1.34,-0.0005,-1.524e-05
117.259989,-1.94,-0.0005,-1.524e-05
117.363716,1.34,0,-1.524e-05
